CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"5469","Somerville House","South Brisbane ","52","78","102","160","453","428","449","486","429","562","520","545","579","542","607","585","608","624","610","631","617","638","636","632","98%","100%","100%","100%","100%","100%","99%","100%","100%","100%","100%","100%","100%","100%","100%","99%","98%","100%","99%","100%"
"1518","South Johnstone State School","South Johnstone ","7","4","--","--","447","403","428","478","411","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","86%","86%","86%","86%","83%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"1241","Southbrook Central State School","Southbrook ","5","6","6","--","^","^","^","^","336","468","398","463","439","426","494","483","551","508","508","--","--","--","--","--","^","^","^","^","80%","83%","50%","83%","67%","60%","100%","83%","100%","100%","100%","--","--","--","--","--"
"14","Southern Cross Catholic College","Scarborough ","58","58","76","131","433","420","417","436","400","509","466","497","497","493","527","467","517","522","522","572","530","559","561","561","89%","91%","94%","94%","94%","95%","93%","93%","93%","97%","96%","79%","92%","96%","99%","92%","74%","89%","90%","95%"
"1591","Southern Cross Catholic College (Annandale)","Annandale  ","84","85","54","--","409","400","399","426","406","503","471","501","512","494","554","526","530","552","564","--","--","--","--","--","93%","98%","95%","100%","100%","94%","94%","93%","94%","95%","94%","96%","92%","96%","98%","--","--","--","--","--"
"2487","Southern Cross Catholic College (Kippa Ring Prim)","Kippa Ring ","44","55","--","--","408","403","386","412","372","506","481","502","510","474","--","--","--","--","--","--","--","--","--","--","98%","100%","95%","95%","93%","96%","100%","98%","98%","92%","--","--","--","--","--","--","--","--","--","--"
"2488","Southern Cross Catholic College (Woody Point Prim)","Woody Point","27","26","--","--","404","406","410","418","379","494","472","510","502","474","--","--","--","--","--","--","--","--","--","--","96%","100%","100%","100%","92%","96%","84%","92%","96%","96%","--","--","--","--","--","--","--","--","--","--"
"3026","Southport Special  School","Southport ","20","10","12","9","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"2037","Southport State High School","Southport ","--","--","169","304","--","--","--","--","--","--","--","--","--","--","540","509","546","533","548","576","563","593","574","583","--","--","--","--","--","--","--","--","--","--","99%","95%","95%","92%","97%","97%","88%","95%","90%","96%"
"368","Southport State School","Southport ","61","75","25","--","403","393","402","411","390","475","464","487","484","463","548","510","567","541","553","--","--","--","--","--","94%","98%","98%","96%","100%","90%","91%","92%","91%","94%","96%","88%","100%","96%","92%","--","--","--","--","--"
"5149","Spinifex College - Junior Campus","Mount Isa ","--","--","--","189","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","526","461","532","512","534","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","68%","42%","74%","64%","87%"
"1931","Springbrook State School","Springbrook ","5","3","2","--","447","422","412","458","449","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","100%","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"7131","Springfield Central State High School","Springfield Central","--","--","120","189","--","--","--","--","--","--","--","--","--","--","536","518","537","533","535","566","549","575","564","569","--","--","--","--","--","--","--","--","--","--","97%","92%","94%","91%","97%","91%","81%","92%","90%","97%"
"7123","Springfield Central State School","Springfield Central ","51","53","--","--","400","375","421","416","384","477","451","498","500","468","--","--","--","--","--","--","--","--","--","--","98%","92%","100%","96%","92%","88%","90%","96%","98%","96%","--","--","--","--","--","--","--","--","--","--"
"5556","Springfield Lakes State School","Springfield Lakes ","146","127","28","--","411","368","405","418","385","501","445","492","498","467","514","478","513","499","515","--","--","--","--","--","94%","91%","94%","94%","96%","96%","84%","95%","95%","89%","96%","82%","85%","81%","89%","--","--","--","--","--"
"102","Springsure State School","Springsure ","8","13","4","12","395","426","385","419","413","472","463","478","468","484","^","^","^","^","^","572","556","588","572","579","100%","100%","88%","100%","100%","77%","85%","77%","85%","85%","^","^","^","^","^","92%","73%","83%","83%","83%"
"1869","Springwood Central State School","Springwood ","37","32","28","--","371","374","381","389","357","520","450","502","497","491","550","514","549","527","535","--","--","--","--","--","92%","100%","100%","100%","88%","100%","92%","96%","96%","96%","100%","89%","100%","89%","100%","--","--","--","--","--"
"358","Springwood Road State School","Springwood ","75","92","47","--","393","379","396","413","376","492","457","473","481","479","517","475","511","514","521","--","--","--","--","--","90%","92%","95%","93%","90%","94%","89%","90%","91%","94%","89%","72%","85%","87%","98%","--","--","--","--","--"
"2140","Springwood State High School","Springwood ","--","--","--","167","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","548","518","571","551","563","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","88%","69%","91%","82%","94%"
"5045","St Agatha's Primary School (Clayfield)","Clayfield ","53","30","23","--","458","428","457","514","422","514","488","518","527","507","617","603","605","653","625","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5046","St Agnes School (Mount Gravatt)","Mount Gravatt  ","53","48","29","--","404","421","387","415","404","527","495","498","526","493","564","510","547","572","549","--","--","--","--","--","98%","100%","94%","100%","96%","98%","98%","98%","100%","100%","100%","100%","97%","100%","97%","--","--","--","--","--"
"5448","St Aidan's Anglican Girls' School","Corinda ","21","29","47","72","524","472","481","564","506","586","541","531","585","528","592","577","582","615","596","645","606","636","644","649","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","98%","100%","100%","100%","100%","100%","99%","100%","100%"
"5047","St Ambrose's Primary School (Newmarket)","Newmarket ","52","21","6","--","468","422","423","454","453","545","498","526","579","529","573","504","543","542","539","--","--","--","--","--","96%","96%","96%","96%","96%","100%","100%","100%","100%","100%","83%","67%","100%","83%","100%","--","--","--","--","--"
"2480","St Andrew's Anglican College","Peregian Springs ","82","90","103","113","451","431","417","458","431","542","508","511","531","514","583","538","562","573","566","610","570","592","600","598","99%","99%","99%","99%","99%","98%","98%","95%","98%","97%","100%","97%","100%","99%","100%","97%","91%","92%","96%","99%"
"2266","St Andrew's Catholic College","Redlynch ","112","112","110","155","435","403","395","442","405","514","466","481","511","492","572","530","544","570","577","597","586","594","584","598","96%","99%","97%","96%","99%","99%","95%","93%","96%","98%","100%","98%","98%","93%","99%","96%","93%","96%","93%","97%"
"5110","St Andrew's Catholic School (Ferny Grove)","Ferny Grove ","79","69","49","--","465","443","425","466","454","524","505","498","539","506","582","558","572","575","583","--","--","--","--","--","100%","100%","99%","100%","99%","100%","100%","97%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5771","St Andrews Lutheran College","Tallebudgera ","82","84","101","108","445","417","425","425","394","536","494","510","541","517","557","528","549","557","556","593","574","597","588","603","99%","99%","99%","99%","99%","100%","99%","100%","99%","100%","100%","99%","99%","100%","99%","98%","91%","93%","96%","99%"
"5198","St Anne's Catholic Primary School (Sarina)","Sarina ","38","27","19","--","387","345","368","385","374","490","473","470","488","477","520","507","545","528","534","--","--","--","--","--","91%","83%","94%","91%","100%","96%","91%","88%","92%","92%","94%","94%","94%","94%","100%","--","--","--","--","--"
"5222","St Anthony's Catholic College","Deeragun ","97","112","50","113","378","394","380","407","365","480","447","475","482","474","510","446","500","507","507","565","532","560","560","569","87%","97%","93%","94%","95%","91%","89%","95%","93%","91%","88%","65%","91%","91%","91%","86%","75%","86%","84%","93%"
"5199","St Anthony's Catholic Primary School (North Rockhampton)","North Rockhampton ","68","70","52","--","389","363","386","407","382","483","418","477","486","473","532","478","536","536","547","--","--","--","--","--","88%","98%","99%","96%","100%","96%","80%","90%","90%","93%","92%","86%","94%","94%","94%","--","--","--","--","--"
"5107","St Anthony's School (Alexandra Hills)","Alexandra Hills ","68","61","24","--","421","379","403","438","393","496","437","483","492","471","515","507","531","535","514","--","--","--","--","--","99%","100%","97%","97%","97%","92%","83%","90%","98%","88%","95%","86%","91%","95%","95%","--","--","--","--","--"
"5270","St Anthony's School (Dimbulah)","Dimbulah ","8","11","9","--","319","317","285","287","344","442","427","449","450","431","512","484","484","490","497","--","--","--","--","--","63%","86%","71%","71%","63%","73%","82%","91%","73%","91%","89%","89%","78%","89%","89%","--","--","--","--","--"
"5048","St Anthony's School (Kedron)","Kedron ","110","60","33","--","461","431","445","485","424","530","495","508","529","497","553","552","552","567","563","--","--","--","--","--","99%","98%","99%","99%","97%","100%","100%","100%","98%","98%","97%","97%","100%","97%","94%","--","--","--","--","--"
"5160","St Anthony's School (Toowoomba)","Toowoomba ","35","25","19","--","393","355","363","380","377","530","486","499","521","492","559","532","526","548","544","--","--","--","--","--","77%","86%","83%","86%","88%","92%","92%","88%","88%","88%","94%","94%","89%","83%","100%","--","--","--","--","--"
"5337","St Augustine's College","Cairns ","--","--","--","137","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","604","577","601","593","625","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","99%","90%","97%","99%","99%"
"2501","St Augustine's College, Springfield","Springfield ","91","88","71","137","431","407","417","430","393","498","464","496","491","477","538","496","534","527","536","568","550","569","562","575","100%","100%","99%","97%","98%","94%","92%","95%","94%","93%","100%","90%","99%","93%","100%","94%","82%","93%","87%","97%"
"5119","St Augustine's Parish Primary School (Currumbin Waters)","Currumbin Waters ","49","55","41","--","437","424","405","419","390","518","478","508","520","503","554","524","531","555","554","--","--","--","--","--","100%","100%","100%","98%","98%","98%","96%","100%","98%","87%","94%","97%","91%","97%","97%","--","--","--","--","--"
"5271","St Augustine's School (Mossman)","Mossman ","29","28","15","--","418","417","400","411","409","509","467","490","495","490","552","532","535","547","553","--","--","--","--","--","96%","96%","96%","96%","100%","93%","93%","100%","100%","96%","100%","100%","100%","93%","100%","--","--","--","--","--"
"5759","St Benedict's Catholic Primary School","Yeppoon ","42","26","22","--","422","379","403","425","370","488","451","495","501","485","544","511","534","533","531","--","--","--","--","--","98%","97%","98%","98%","100%","88%","85%","96%","92%","92%","100%","86%","95%","95%","100%","--","--","--","--","--"
"7595","St Benedict's College","Mango Hill  ","--","--","--","61","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","572","563","569","567","563","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","97%","89%","95%","91%","97%"
"5683","St Benedict's School","Mango Hill ","90","69","37","--","426","393","413","428","394","499","464","483","508","485","535","516","534","538","540","--","--","--","--","--","97%","97%","99%","96%","99%","97%","96%","97%","100%","97%","97%","95%","95%","100%","100%","--","--","--","--","--"
"1425","St Bernard State School","Mount Tamborine ","55","57","35","--","413","380","417","435","401","484","437","471","479","474","585","536","543","568","593","--","--","--","--","--","87%","95%","89%","91%","94%","94%","74%","88%","92%","94%","100%","94%","94%","94%","100%","--","--","--","--","--"
"5050","St Bernard's School (Upper Mount Gravatt)","Upper Mount Gravatt ","59","43","19","--","420","409","417","436","407","498","460","518","520","491","546","525","552","545","533","--","--","--","--","--","100%","98%","98%","98%","100%","93%","98%","98%","100%","98%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5056","St Bernardine's School (Browns Plains)","Regents Park ","82","78","47","--","416","398","394","417","391","506","469","485","503","471","532","492","521","533","517","--","--","--","--","--","91%","96%","97%","95%","96%","95%","95%","94%","96%","94%","100%","94%","96%","98%","100%","--","--","--","--","--"
"5415","St Brendan's College","Yeppoon ","--","--","--","134","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","543","502","542","531","564","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","77%","59%","80%","76%","91%"
"5051","St Brendan's Primary School (Moorooka)","Moorooka ","13","16","8","--","398","409","404","417","397","507","487","520","527","490","532","496","546","532","529","--","--","--","--","--","100%","100%","100%","92%","100%","100%","100%","100%","100%","100%","100%","86%","100%","86%","100%","--","--","--","--","--"
"8613","St Brigid's Catholic Primary School","Emerald  ","8","8","--","--","337","338","343","340","293","462","455","453","442","442","--","--","--","--","--","--","--","--","--","--","75%","100%","75%","88%","75%","88%","88%","88%","88%","88%","--","--","--","--","--","--","--","--","--","--"
"5522","St Brigid's Catholic Primary School (Nerang)","Nerang ","81","59","38","--","396","397","384","422","385","505","477","492","521","478","532","492","543","534","518","--","--","--","--","--","92%","94%","91%","94%","91%","98%","96%","98%","98%","98%","97%","88%","94%","91%","94%","--","--","--","--","--"
"5120","St Brigid's Primary School (Rosewood)","Rosewood ","23","26","12","--","414","390","411","448","389","490","473","520","509","485","511","481","506","527","511","--","--","--","--","--","87%","91%","91%","91%","96%","91%","92%","96%","96%","96%","92%","100%","92%","92%","92%","--","--","--","--","--"
"5238","St Catherine's Catholic College The Whitsundays","Proserpine ","67","66","46","52","415","391","379","404","390","495","447","485","492","472","553","505","536","560","553","589","549","592","580","582","100%","95%","95%","98%","98%","91%","90%","93%","95%","98%","98%","86%","93%","98%","100%","94%","77%","96%","88%","94%"
"5053","St Catherines Catholic Primary School (Wishart)","Wishart ","77","53","24","--","422","405","414","434","416","509","485","527","534","495","562","552","584","584","579","--","--","--","--","--","99%","100%","99%","99%","100%","98%","98%","100%","100%","100%","100%","100%","96%","100%","100%","--","--","--","--","--"
"6138","St Clare's Catholic School","Burdell  ","78","29","17","--","408","394","392","426","393","522","494","502","512","486","536","506","529","534","519","--","--","--","--","--","93%","95%","96%","96%","96%","100%","96%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5273","St Clare's School (Tully)","Tully ","22","22","14","--","374","382","398","384","372","496","436","482","487","456","533","497","549","544","545","--","--","--","--","--","86%","95%","100%","95%","95%","90%","90%","100%","95%","86%","100%","93%","100%","93%","100%","--","--","--","--","--"
"5239","St Colman's School (Home Hill)","Home Hill ","10","9","11","--","367","378","333","363","353","486","473","499","471","471","523","520","520","528","558","--","--","--","--","--","100%","100%","90%","70%","100%","100%","100%","100%","88%","100%","90%","100%","100%","100%","100%","--","--","--","--","--"
"5055","St Columba's Primary School (Wilston)","Wilston ","103","42","25","--","479","457","437","490","435","543","489","509","528","503","593","564","569","610","584","--","--","--","--","--","100%","100%","100%","100%","100%","98%","98%","98%","100%","100%","100%","96%","96%","100%","100%","--","--","--","--","--"
"5302","St Columban's College","Caboolture ","--","--","--","173","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","563","525","563","557","565","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92%","70%","89%","87%","98%"
"5057","St Dympna's Parish School (Aspley)","Aspley ","81","78","68","--","425","424","425","454","405","522","507","520","516","508","572","550","577","577","574","--","--","--","--","--","98%","99%","99%","99%","98%","99%","100%","99%","96%","96%","95%","94%","94%","94%","95%","--","--","--","--","--"
"5364","St Edmund's College","Woodend ","--","--","--","200","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","573","528","561","559","593","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93%","74%","86%","87%","97%"
"5004","St Edward the Confessor School (Daisy Hill)","Daisy Hill ","72","67","25","--","425","414","420","431","422","502","484","507","512","494","574","558","568","569","567","--","--","--","--","--","97%","98%","98%","98%","100%","100%","97%","97%","100%","100%","100%","96%","100%","100%","100%","--","--","--","--","--"
"5059","St Elizabeth's School (Ekibin)","Tarragindi ","57","30","30","--","468","419","448","492","436","525","509","522","560","520","593","564","582","592","581","--","--","--","--","--","100%","96%","100%","100%","100%","97%","97%","100%","100%","97%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5431","St Eugene College","Burpengary  ","92","89","91","119","401","383","383","392","379","475","446","474","456","455","529","477","525","514","508","559","521","565","559","563","90%","94%","99%","98%","98%","99%","88%","93%","90%","93%","96%","83%","92%","90%","92%","91%","74%","90%","85%","93%"
"5062","St Finbarr's School (Ashgrove)","Ashgrove ","27","16","14","--","496","432","450","478","457","518","475","501","520","500","562","549","569","575","554","--","--","--","--","--","100%","100%","100%","100%","100%","94%","94%","100%","94%","100%","100%","100%","100%","93%","100%","--","--","--","--","--"
"5165","St Finbarr's School (Quilpie)","Quilpie ","3","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5063","St Flannan's School (Zillmere)","Zillmere ","38","40","14","--","379","337","391","379","382","479","449","493","489","456","529","503","525","524","528","--","--","--","--","--","94%","86%","92%","89%","94%","87%","77%","95%","90%","85%","100%","85%","77%","92%","100%","--","--","--","--","--"
"5400","St Francis Catholic Primary School","Tannum Sands ","46","51","30","--","426","416","410","423","415","517","477","493","528","489","554","490","533","553","570","--","--","--","--","--","91%","98%","100%","91%","95%","94%","94%","98%","96%","92%","100%","93%","100%","97%","100%","--","--","--","--","--"
"5164","St Francis College","Crestmead ","65","69","46","83","327","337","327","340","333","428","407","443","433","423","495","442","503","486","492","530","495","550","521","533","73%","90%","77%","89%","93%","76%","71%","82%","80%","74%","80%","63%","71%","71%","80%","79%","58%","81%","69%","88%"
"5166","St Francis De Sales School (Clifton)","Clifton ","10","6","7","--","374","382","366","389","381","522","479","533","500","457","589","541","569","599","543","--","--","--","--","--","90%","100%","100%","90%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5200","St Francis Xavier Catholic Primary School (Mackay)","Mackay West ","60","50","45","--","400","369","380","407","381","506","476","494","513","491","532","510","505","528","523","--","--","--","--","--","86%","82%","88%","90%","86%","93%","91%","93%","93%","91%","95%","98%","89%","93%","100%","--","--","--","--","--"
"5121","St Francis Xavier School (Runaway Bay)","Runaway Bay ","88","83","60","--","434","424","425","431","403","511","486","497","506","492","564","535","561","573","557","--","--","--","--","--","98%","100%","99%","100%","99%","99%","98%","99%","98%","99%","98%","98%","98%","97%","100%","--","--","--","--","--"
"5064","St Francis Xavier's School (Goodna)","Goodna ","82","53","33","--","390","381","388","386","366","490","483","480","505","469","532","501","533","530","540","--","--","--","--","--","93%","95%","90%","90%","95%","92%","94%","87%","90%","92%","97%","88%","91%","91%","97%","--","--","--","--","--"
"5275","St Francis Xavier's School (Manunda)","Manunda ","75","71","49","--","403","394","406","421","395","518","465","498","519","497","568","538","551","570","561","--","--","--","--","--","93%","97%","99%","96%","96%","100%","88%","97%","97%","99%","100%","98%","94%","96%","100%","--","--","--","--","--"
"5243","St Francis' School (Ayr)","Ayr ","37","39","23","--","431","426","416","463","420","490","465","480","514","484","533","519","540","541","529","--","--","--","--","--","94%","94%","94%","97%","97%","95%","92%","92%","97%","97%","100%","91%","96%","87%","95%","--","--","--","--","--"
"5242","St Francis' School (Hughenden)","Hughenden ","5","4","1","--","469","388","384","416","361","^","^","^","^","^","*","*","*","*","*","--","--","--","--","--","100%","100%","100%","100%","80%","^","^","^","^","^","*","*","*","*","*","--","--","--","--","--"
"2143","St George State High School","St George ","--","--","--","35","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","539","456","540","531","559","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","76%","43%","60%","67%","64%"
"134","St George State School","St George ","28","26","20","--","351","353","338","346","351","422","418","446","424","419","515","493","502","506","517","--","--","--","--","--","82%","95%","79%","89%","87%","59%","71%","79%","67%","78%","88%","81%","75%","81%","93%","--","--","--","--","--"
"5065","St Gerard Majella Primary School (Woree)","Woree ","55","60","51","--","429","411","416","436","410","521","477","491","505","484","569","531","558","572","554","--","--","--","--","--","96%","100%","96%","98%","100%","100%","92%","98%","97%","97%","94%","94%","96%","94%","100%","--","--","--","--","--"
"236","St Helens State School","Maryborough ","35","29","21","--","419","398","404","436","384","480","458","472","487","469","497","505","508","503","506","--","--","--","--","--","97%","100%","97%","97%","100%","88%","85%","89%","89%","100%","95%","100%","95%","95%","100%","--","--","--","--","--"
"5457","St Hilda's School","Southport ","87","61","69","105","464","438","455","506","447","544","518","527","566","522","585","558","570","595","577","619","616","625","627","617","98%","100%","99%","100%","100%","100%","100%","100%","100%","98%","100%","99%","99%","100%","100%","98%","98%","100%","99%","99%"
"5066","St Ignatius School (Toowong)","Toowong ","48","22","6","--","449","419","411","474","423","544","511","526","559","546","639","590","584","630","585","--","--","--","--","--","100%","98%","100%","100%","100%","100%","95%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--"
"5067","St Ita's Regional Primary School","Dutton Park ","55","44","30","--","463","409","423","466","428","551","492","523","561","520","610","590","595","620","626","--","--","--","--","--","100%","100%","100%","100%","100%","100%","98%","98%","100%","98%","97%","97%","97%","97%","97%","--","--","--","--","--"
"5304","St James College","Brisbane ","--","--","--","51","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","537","512","536","529","540","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","81%","66%","79%","79%","93%"
"5311","St James Lutheran College","Urraween  ","47","30","43","37","398","382","386","412","369","479","449","482","492","460","539","490","527","514","515","589","536","571","579","580","93%","95%","95%","95%","93%","93%","93%","97%","100%","93%","98%","80%","95%","93%","95%","87%","81%","95%","84%","100%"
"5069","St James Primary School (Coorparoo)","Coorparoo ","26","11","13","--","451","403","404","448","424","557","440","505","540","493","560","509","541","568","559","--","--","--","--","--","100%","100%","100%","100%","100%","100%","82%","100%","100%","100%","100%","100%","92%","100%","100%","--","--","--","--","--"
"5070","St Joachim's School (Holland Park)","Holland Park ","50","37","9","--","438","397","399","430","411","519","494","501","524","482","597","524","532","526","564","--","--","--","--","--","100%","100%","94%","98%","98%","100%","100%","100%","100%","97%","100%","88%","88%","88%","100%","--","--","--","--","--"
"5245","St John Bosco's School (Collinsville)","Collinsville ","15","9","2","--","299","278","302","295","303","491","459","484","506","488","^","^","^","^","^","--","--","--","--","--","50%","64%","64%","71%","79%","75%","75%","100%","88%","88%","^","^","^","^","^","--","--","--","--","--"
"5346","St John Fisher College","Bracken Ridge ","--","--","--","87","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","602","593","603","605","592","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","98%","95%","98%","97%","99%"
"5072","St John Vianney's Primary School","Manly ","51","25","5","--","431","424","415","453","449","502","468","533","542","490","^","^","^","^","^","--","--","--","--","--","98%","100%","100%","100%","100%","100%","96%","100%","100%","100%","^","^","^","^","^","--","--","--","--","--"
"5202","St John the Baptist Catholic Primary School","Gladstone ","72","76","30","--","436","412","432","452","422","495","463","491","496","487","540","541","545","545","554","--","--","--","--","--","98%","96%","100%","98%","99%","97%","96%","99%","97%","99%","97%","97%","97%","97%","97%","--","--","--","--","--"
"5459","St John's Anglican College","Forest Lake ","60","40","38","110","448","410","442","466","435","514","487","501","526","526","571","526","555","566","573","596","581","610","600","614","95%","95%","95%","93%","95%","97%","97%","97%","100%","100%","100%","92%","100%","97%","100%","94%","93%","94%","95%","98%"
"5201","St John's Catholic Primary School (Walkerston)","Walkerston ","38","30","14","--","415","392","394","408","398","479","443","473","474","462","564","529","561","580","566","--","--","--","--","--","92%","97%","97%","89%","95%","90%","93%","97%","97%","93%","86%","92%","100%","100%","86%","--","--","--","--","--"
"5125","St John's College, Nambour","Nambour ","--","--","--","123","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","591","581","582","580","590","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95%","95%","93%","96%","98%"
"5766","St John's Lutheran Primary School (Bundaberg)","Bundaberg ","29","23","21","--","416","403","412","450","408","526","471","502","525","510","558","545","527","572","550","--","--","--","--","--","79%","86%","90%","86%","86%","100%","95%","100%","100%","95%","100%","94%","100%","94%","100%","--","--","--","--","--"
"5770","St John's Lutheran School, Kingaroy","Kingaroy ","38","47","29","--","445","423","406","476","432","540","486","528","536","512","546","501","555","540","564","--","--","--","--","--","100%","100%","100%","100%","100%","98%","98%","100%","98%","98%","96%","100%","100%","92%","96%","--","--","--","--","--"
"5324","St John's School","Roma ","48","56","41","52","381","360","389","382","376","467","433","468","464","454","563","532","546","562","548","587","558","591","578","613","79%","90%","94%","90%","93%","85%","74%","93%","89%","92%","98%","95%","95%","93%","100%","100%","85%","92%","96%","100%"
"5277","St John's School (Silkwood)","Silkwood ","10","11","7","--","419","417","381","441","416","512","493","490","523","513","553","482","503","562","588","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","71%","86%","100%","100%","--","--","--","--","--"
"5204","St Joseph's Catholic Primary School (Barcaldine)","Barcaldine ","5","2","3","--","435","418","409","464","421","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","100%","100%","100%","100%","100%","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--"
"5205","St Joseph's Catholic Primary School (Biloela)","Biloela ","32","40","19","--","390","382","347","398","368","492","473","484","515","483","526","508","547","541","557","--","--","--","--","--","96%","97%","90%","97%","93%","94%","94%","100%","97%","91%","94%","76%","94%","94%","100%","--","--","--","--","--"
"5206","St Joseph's Catholic Primary School (Blackall)","Blackall ","6","6","7","--","424","361","391","471","418","488","^","^","^","480","537","494","502","568","537","--","--","--","--","--","100%","83%","100%","100%","100%","100%","^","^","^","100%","100%","83%","83%","100%","100%","--","--","--","--","--"
"5080","St Joseph's Catholic Primary School (Bracken Ridge","Bracken Ridge ","83","83","55","--","425","394","405","422","387","511","471","514","524","488","556","531","563","549","538","--","--","--","--","--","99%","97%","97%","100%","100%","97%","95%","96%","97%","99%","98%","94%","94%","96%","98%","--","--","--","--","--"
"5207","St Joseph's Catholic Primary School (Bundaberg)","Bundaberg ","28","19","15","--","413","371","370","418","361","514","478","495","506","494","537","496","514","520","550","--","--","--","--","--","96%","96%","92%","100%","100%","100%","100%","100%","100%","100%","100%","93%","93%","87%","100%","--","--","--","--","--"
"5208","St Joseph's Catholic Primary School (Clermont)","Clermont ","17","14","11","--","405","413","382","403","393","521","462","503","507","491","557","515","537","551","540","--","--","--","--","--","88%","88%","88%","88%","88%","86%","79%","79%","86%","86%","91%","82%","82%","91%","91%","--","--","--","--","--"
"5210","St Joseph's Catholic Primary School (Mackay)","North Mackay ","39","31","22","--","388","371","367","367","376","485","437","478","491","471","527","499","503","527","521","--","--","--","--","--","86%","97%","89%","89%","97%","87%","73%","87%","93%","90%","100%","100%","86%","95%","100%","--","--","--","--","--"
"5211","St Joseph's Catholic Primary School (Rockhampton)","North Rockhampton ","50","52","35","--","372","339","366","383","359","467","442","479","469","454","526","487","524","537","510","--","--","--","--","--","96%","87%","92%","96%","96%","96%","86%","96%","96%","90%","94%","88%","91%","100%","91%","--","--","--","--","--"
"5212","St Joseph's Catholic Primary School (Wandal)","Wandal ","26","25","25","--","398","402","383","403","381","488","413","478","485","472","534","443","513","513","506","--","--","--","--","--","96%","96%","92%","92%","96%","92%","75%","92%","88%","92%","96%","68%","84%","84%","88%","--","--","--","--","--"
"5305","St Joseph's College, Gregory Terrace","Brisbane ","--","82","81","232","--","--","--","--","--","576","498","530","575","572","607","570","587","608","636","624","615","624","632","648","--","--","--","--","--","100%","100%","100%","100%","100%","100%","99%","100%","100%","100%","98%","95%","98%","97%","100%"
