CENTRE_CODE,SCHOOL,LOCALITY,YR3ENR,YR5ENR,YR7ENR,YR9ENR,YR3READMEAN,YR3WRITMEAN,YR3SPELMEAN,YR3GPMEAN,YR3NMCYMEAN,YR5READMEAN,YR5WRITMEAN,YR5SPELMEAN,YR5GPMEAN,YR5NMCYMEAN,YR7READMEAN,YR7WRITMEAN,YR7SPELMEAN,YR7GPMEAN,YR7NMCYMEAN,YR9READMEAN,YR9WRITMEAN,YR9SPELMEAN,YR9GPMEAN,YR9NMCYMEAN,YR3READPCTNMS,YR3WRITPCTNMS,YR3SPELPCTNMS,YR3GPPCTNMS,YR3NMCYPCTNMS,YR5READPCTNMS,YR5WRITPCTNMS,YR5SPELPCTNMS,YR5GPPCTNMS,YR5NMCYPCTNMS,YR7READPCTNMS,YR7WRITPCTNMS,YR7SPELPCTNMS,YR7GPPCTNMS,YR7NMCYPCTNMS,YR9READPCTNMS,YR9WRITPCTNMS,YR9SPELPCTNMS,YR9GPPCTNMS,YR9NMCYPCTNMS
"5079","St Joseph's Tobruk Memorial School (Beenleigh)","Beenleigh","52","50","--","--","396","399","394","390","371","482","483","508","503","482","--","--","--","--","--","--","--","--","--","--","90%","98%","92%","90%","90%","94%","98%","100%","94%","100%","--","--","--","--","--","--","--","--","--","--"
"5136","St Kevin's School (Benowa)","Benowa","85","86","--","--","418","424","421","449","395","511","512","509","529","520","--","--","--","--","--","--","--","--","--","--","98%","98%","99%","95%","93%","99%","99%","99%","99%","100%","--","--","--","--","--","--","--","--","--","--"
"5081","St Kevin's School (Geebung)","Geebung","51","38","--","--","435","443","399","428","406","501","479","497","496","472","--","--","--","--","--","--","--","--","--","--","96%","100%","98%","98%","96%","97%","92%","97%","92%","100%","--","--","--","--","--","--","--","--","--","--"
"5226","St Kieran's Catholic School (Mount Isa)","Mount Isa","26","25","--","--","348","361","351","384","342","467","452","491","494","457","--","--","--","--","--","--","--","--","--","--","84%","96%","84%","88%","84%","96%","88%","96%","96%","96%","--","--","--","--","--","--","--","--","--","--"
"5082","St Kieran's School (Brighton)","Brighton","53","50","--","--","432","425","405","461","415","524","479","493","510","498","--","--","--","--","--","--","--","--","--","--","98%","98%","93%","98%","100%","100%","98%","100%","96%","100%","--","--","--","--","--","--","--","--","--","--"
"5306","St Laurence's College","South Brisbane","--","150","280","268","--","--","--","--","--","515","493","499","509","505","560","520","552","549","563","588","553","585","574","611","--","--","--","--","--","98%","99%","97%","97%","100%","99%","93%","97%","95%","99%","98%","89%","96%","91%","100%"
"103","St Lawrence State School","St Lawrence","1","2","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5458","St Luke's Anglican School","Bundaberg","50","54","78","91","451","446","421","489","428","525","504","506","527","534","579","531","565","575","575","596","572","592","588","607","100%","98%","100%","100%","98%","98%","96%","94%","100%","100%","100%","93%","100%","96%","100%","98%","86%","94%","95%","100%"
"5601","St Luke's Catholic Parish School (Capalaba)","Capalaba","43","43","--","--","434","456","415","445","413","493","475","487","502","490","--","--","--","--","--","--","--","--","--","--","100%","100%","98%","100%","100%","95%","93%","95%","90%","95%","--","--","--","--","--","--","--","--","--","--"
"5429","St Margaret Mary's College","Hermit Park","--","--","126","148","--","--","--","--","--","--","--","--","--","--","554","529","558","554","546","599","572","598","587","604","--","--","--","--","--","--","--","--","--","--","98%","98%","96%","98%","99%","99%","94%","94%","96%","100%"
"5450","St Margaret's Anglican Girls School","Ascot","27","68","90","86","515","481","464","505","453","567","523","541","580","546","596","573","588","605","597","618","624","618","608","625","100%","100%","100%","100%","100%","100%","100%","99%","97%","100%","100%","100%","99%","100%","100%","100%","98%","96%","96%","99%"
"5176","St Maria Goretti School (Inglewood)","Inglewood","6","4","--","--","359","365","350","379","372","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","83%","100%","83%","83%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5086","St Mark's School (Inala)","Inala","81","60","--","--","391","390","395","394","367","448","447","484","459","468","--","--","--","--","--","--","--","--","--","--","95%","91%","91%","92%","90%","88%","85%","92%","85%","88%","--","--","--","--","--","--","--","--","--","--"
"5087","St Martin's School (Carina)","Carina","106","58","--","--","425","409","402","431","394","525","513","508","530","487","--","--","--","--","--","--","--","--","--","--","98%","100%","100%","99%","100%","98%","98%","98%","97%","98%","--","--","--","--","--","--","--","--","--","--"
"596","St Mary MacKillop Primary School","Birkdale","88","78","--","--","442","452","407","456","397","516","503","511","523","500","--","--","--","--","--","--","--","--","--","--","98%","100%","98%","98%","98%","97%","100%","100%","97%","99%","--","--","--","--","--","--","--","--","--","--"
"5011","St Mary of the Cross School","Windsor","6","6","--","--","467","438","463","486","446","488","456","494","459","471","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","83%","100%","--","--","--","--","--","--","--","--","--","--"
"5439","St Mary's Catholic College, Woree","Woree","--","--","166","168","--","--","--","--","--","--","--","--","--","--","538","494","533","531","527","567","532","582","562","583","--","--","--","--","--","--","--","--","--","--","98%","90%","90%","95%","98%","91%","78%","93%","89%","99%"
"5213","St Mary's Catholic Primary School (Bundaberg)","Bundaberg","72","66","--","--","395","390","366","397","369","492","474","478","498","495","--","--","--","--","--","--","--","--","--","--","94%","99%","93%","96%","90%","97%","95%","92%","91%","97%","--","--","--","--","--","--","--","--","--","--"
"5215","St Mary's Catholic Primary School (Mackay)","Mackay South","51","59","--","--","439","411","414","440","406","517","489","497","531","517","--","--","--","--","--","--","--","--","--","--","98%","100%","98%","100%","100%","98%","98%","98%","97%","98%","--","--","--","--","--","--","--","--","--","--"
"5214","St Mary's Catholic Primary School (Rockhampton North)","North Rockhampton","53","47","--","--","405","388","392","428","375","472","454","486","493","466","--","--","--","--","--","--","--","--","--","--","91%","100%","98%","98%","88%","96%","91%","93%","93%","98%","--","--","--","--","--","--","--","--","--","--"
"5255","St Mary's Catholic School (Bowen)","Bowen","8","19","--","--","454","431","390","494","431","499","471","467","471","491","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","100%","89%","89%","84%","89%","--","--","--","--","--","--","--","--","--","--"
"5368","St Mary's College, Ipswich","Woodend","--","--","103","137","--","--","--","--","--","--","--","--","--","--","541","511","544","533","534","587","564","587","576","581","--","--","--","--","--","--","--","--","--","--","99%","94%","96%","96%","100%","99%","94%","99%","96%","100%"
"5386","St Mary's College, Maryborough","Maryborough","--","--","71","74","--","--","--","--","--","--","--","--","--","--","543","509","557","545","539","586","568","593","574","592","--","--","--","--","--","--","--","--","--","--","98%","86%","97%","98%","100%","100%","87%","92%","96%","100%"
"5327","St Mary's College, Toowoomba","Toowoomba","--","59","129","145","--","--","--","--","--","509","478","496","505","497","548","515","544","541","549","567","539","565","559","586","--","--","--","--","--","98%","96%","98%","90%","100%","98%","91%","95%","98%","100%","93%","79%","89%","89%","100%"
"5088","St Mary's Primary School (Ipswich)","Ipswich","76","84","--","--","427","397","394","418","384","499","469","479","496","471","--","--","--","--","--","--","--","--","--","--","97%","93%","99%","93%","96%","98%","95%","95%","91%","96%","--","--","--","--","--","--","--","--","--","--"
"5130","St Mary's Primary School (Maryborough)","Maryborough","38","39","--","--","427","406","398","439","369","519","476","497","506","490","--","--","--","--","--","--","--","--","--","--","97%","97%","97%","100%","94%","100%","95%","97%","97%","97%","--","--","--","--","--","--","--","--","--","--"
"5178","St Mary's Primary School (Taroom)","Taroom","1","1","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5127","St Mary's School (Beaudesert)","Beaudesert","44","43","--","--","456","444","412","465","452","503","495","497","515","511","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","98%","100%","100%","98%","98%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"5182","St Mary's School (Charleville)","Charleville","22","19","--","--","354","382","361","389","350","460","444","453","450","453","--","--","--","--","--","--","--","--","--","--","79%","100%","95%","89%","89%","94%","89%","89%","89%","94%","--","--","--","--","--","--","--","--","--","--"
"5177","St Mary's School (Goondiwindi)","Goondiwindi","53","52","29","--","419","412","392","430","390","483","482","459","493","488","553","504","545","546","554","--","--","--","--","--","96%","100%","98%","96%","98%","100%","94%","85%","96%","100%","100%","100%","100%","97%","100%","--","--","--","--","--"
"5129","St Mary's School (Laidley)","Laidley","48","35","--","--","364","373","329","375","347","469","493","472","496","477","--","--","--","--","--","--","--","--","--","--","81%","94%","77%","96%","92%","91%","100%","94%","100%","97%","--","--","--","--","--","--","--","--","--","--"
"5179","St Mary's School (Lower Campus)(Warwick)","Warwick","64","--","--","--","419","420","404","432","389","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","87%","90%","93%","92%","95%","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"2484","St Mary's School (Upper Campus)(Warwick)","Warwick","--","36","--","--","--","--","--","--","--","501","488","495","512","486","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","97%","97%","94%","97%","97%","--","--","--","--","--","--","--","--","--","--"
"5104","St Matthew's School (Loganholme)","Cornubia","85","76","--","--","438","439","413","453","393","503","489","501","514","488","--","--","--","--","--","--","--","--","--","--","99%","100%","99%","96%","99%","97%","97%","100%","99%","100%","--","--","--","--","--","--","--","--","--","--"
"5260","St Michael's Catholic School (Palm Island)","Palm Island","20","12","--","--","266","266","220","274","265","377","354","368","413","386","--","--","--","--","--","--","--","--","--","--","37%","37%","16%","42%","32%","58%","42%","50%","75%","67%","--","--","--","--","--","--","--","--","--","--"
"5574","St Michael's College (Caboolture)","Caboolture","53","50","--","--","428","417","391","442","401","504","490","495","522","515","--","--","--","--","--","--","--","--","--","--","96%","100%","98%","98%","98%","96%","100%","100%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"5378","St Michael's College - Merrimac","Merrimac","--","--","165","182","--","--","--","--","--","--","--","--","--","--","539","497","540","537","538","578","560","584","572","584","--","--","--","--","--","--","--","--","--","--","99%","89%","94%","94%","100%","97%","86%","95%","94%","98%"
"5281","St Michael's School (Gordonvale)","Gordonvale","36","52","--","--","387","424","360","411","354","486","475","480","480","473","--","--","--","--","--","--","--","--","--","--","92%","100%","94%","94%","92%","96%","100%","94%","90%","96%","--","--","--","--","--","--","--","--","--","--"
"5440","St Monica's College","Cairns","--","--","116","115","--","--","--","--","--","--","--","--","--","--","575","551","582","569","558","622","589","622","620","602","--","--","--","--","--","--","--","--","--","--","98%","95%","97%","99%","100%","99%","94%","99%","96%","98%"
"5181","St Monica's School (Oakey)","Oakey","21","19","--","--","371","341","319","368","352","480","462","475","450","485","--","--","--","--","--","--","--","--","--","--","78%","89%","63%","84%","95%","84%","100%","95%","68%","100%","--","--","--","--","--","--","--","--","--","--"
"5000","St Oliver Plunkett School (Cannon Hill)","Cannon Hill","80","47","--","--","433","446","414","441","411","519","477","501","533","490","--","--","--","--","--","--","--","--","--","--","96%","99%","97%","99%","96%","98%","96%","96%","96%","96%","--","--","--","--","--","--","--","--","--","--"
"5216","St Patrick's Catholic Primary School (Emerald)","Emerald","91","63","--","--","393","406","384","412","373","478","489","481","499","487","--","--","--","--","--","--","--","--","--","--","95%","98%","95%","95%","97%","97%","100%","98%","95%","100%","--","--","--","--","--","--","--","--","--","--"
"5218","St Patrick's Catholic School (Bundaberg)","Bundaberg West","72","60","--","--","398","401","366","410","373","492","481","474","477","486","--","--","--","--","--","--","--","--","--","--","96%","99%","92%","100%","94%","98%","100%","95%","93%","100%","--","--","--","--","--","--","--","--","--","--"
"5389","St Patrick's College, Gympie","Gympie","--","--","71","60","--","--","--","--","--","--","--","--","--","--","540","495","535","523","519","585","553","588","577","594","--","--","--","--","--","--","--","--","--","--","96%","83%","90%","84%","94%","97%","81%","93%","97%","98%"
"5308","St Patrick's College, Shorncliffe","Shorncliffe","--","142","200","189","--","--","--","--","--","503","472","495","493","500","567","540","555","561","569","583","564","586","565","612","--","--","--","--","--","99%","94%","98%","94%","99%","99%","94%","98%","97%","100%","96%","86%","96%","91%","99%"
"5432","St Patrick's College, Townsville","Townsville","--","--","48","59","--","--","--","--","--","--","--","--","--","--","523","468","521","500","494","553","507","568","528","555","--","--","--","--","--","--","--","--","--","--","83%","65%","83%","74%","87%","82%","60%","87%","68%","94%"
"5132","St Patrick's Primary School (Gympie)","Gympie","66","60","--","--","423","422","395","436","399","504","475","486","500","498","--","--","--","--","--","--","--","--","--","--","92%","97%","92%","92%","95%","98%","96%","93%","91%","96%","--","--","--","--","--","--","--","--","--","--"
"5185","St Patrick's Primary School (Mitchell)","Mitchell","6","5","--","--","373","401","361","368","383","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","83%","100%","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5133","St Patrick's Primary School (Nanango)","Nanango","13","15","--","--","385","373","335","356","371","467","446","438","469","457","--","--","--","--","--","--","--","--","--","--","92%","92%","92%","92%","100%","93%","87%","87%","80%","100%","--","--","--","--","--","--","--","--","--","--"
"5183","St Patrick's School (Allora)","Allora","12","13","--","--","413","405","374","416","363","479","469","484","481","469","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","92%","92%","92%","85%","92%","92%","92%","--","--","--","--","--","--","--","--","--","--"
"5184","St Patrick's School (St George)","St George","39","20","--","--","390","404","340","404","351","447","471","438","460","458","--","--","--","--","--","--","--","--","--","--","92%","95%","87%","92%","82%","85%","95%","75%","80%","95%","--","--","--","--","--","--","--","--","--","--"
"5258","St Patrick's School (Winton)","Winton","6","5","--","--","^","^","^","^","^","436","472","467","413","452","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","100%","100%","80%","80%","100%","--","--","--","--","--","--","--","--","--","--"
"5435","St Paul's Catholic Primary School (Gracemere)","Gracemere","42","43","--","--","381","381","376","388","350","475","475","493","493","462","--","--","--","--","--","--","--","--","--","--","83%","98%","90%","90%","95%","93%","93%","93%","98%","95%","--","--","--","--","--","--","--","--","--","--"
"5769","St Paul's Lutheran Primary School (Caboolture)","Caboolture","62","53","--","--","428","419","391","431","397","491","451","479","490","469","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","98%","100%","96%","94%","92%","94%","98%","--","--","--","--","--","--","--","--","--","--"
"5449","St Paul's School","Bald Hills","55","90","131","130","496","440","431","487","453","541","492","516","529","528","574","525","558","567","560","608","579","598","578","613","100%","100%","100%","100%","100%","99%","98%","100%","98%","100%","100%","95%","96%","98%","98%","98%","89%","98%","96%","100%"
"5091","St Paul's School (Woodridge)","Woodridge","32","23","--","--","343","345","351","357","326","432","417","456","445","425","--","--","--","--","--","--","--","--","--","--","77%","97%","83%","87%","77%","74%","70%","83%","78%","83%","--","--","--","--","--","--","--","--","--","--"
"5094","St Peter Chanel Primary School (The Gap)","The Gap","56","63","--","--","449","433","420","469","417","537","484","512","545","519","--","--","--","--","--","--","--","--","--","--","96%","98%","98%","100%","100%","98%","95%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5370","St Peter Claver College","Riverview","--","--","203","189","--","--","--","--","--","--","--","--","--","--","544","502","540","532","522","561","520","565","543","558","--","--","--","--","--","--","--","--","--","--","98%","89%","95%","95%","98%","96%","71%","89%","84%","98%"
"5095","St Peter's Catholic Primary School (Caboolture)","Caboolture","103","86","--","--","419","434","400","436","392","480","465","473","483","468","--","--","--","--","--","--","--","--","--","--","94%","97%","98%","93%","99%","92%","94%","98%","93%","98%","--","--","--","--","--","--","--","--","--","--"
"5219","St Peter's Catholic Primary School (Rockhampton)","Rockhampton","44","45","--","--","398","378","379","408","367","490","467","474","485","476","--","--","--","--","--","--","--","--","--","--","90%","88%","91%","88%","86%","84%","91%","91%","91%","91%","--","--","--","--","--","--","--","--","--","--"
"5259","St Peter's Catholic School (Halifax)","Halifax","2","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5496","St Peter's Lutheran College","Indooroopilly","78","110","204","253","484","442","452","489","451","562","523","528","569","546","604","572","584","610","608","620","601","621","621","638","99%","100%","99%","99%","99%","99%","97%","100%","100%","100%","100%","98%","99%","100%","100%","98%","97%","98%","98%","100%"
"5097","St Peter's Primary School (Rochedale)","Rochedale","62","66","--","--","408","411","410","436","388","499","483","501","526","506","--","--","--","--","--","--","--","--","--","--","97%","95%","98%","100%","97%","100%","94%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5738","St Peters Lutheran College - Springfield","Springfield Central","22","35","38","40","423","417","396","435","410","541","503","522","545","528","591","535","588","603","587","634","577","627","603","627","95%","95%","100%","90%","100%","97%","97%","100%","97%","94%","100%","94%","100%","100%","100%","100%","89%","100%","97%","100%"
"5099","St Pius X School (Salisbury)","Salisbury","17","7","--","--","469","418","398","449","392","514","444","458","485","506","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","81%","86%","71%","71%","86%","86%","--","--","--","--","--","--","--","--","--","--"
"5098","St Pius' Primary School (Banyo)","Banyo","42","27","--","--","441","423","400","432","406","505","489","487","522","521","--","--","--","--","--","--","--","--","--","--","100%","100%","98%","100%","95%","100%","100%","96%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5372","St Rita's College","Clayfield","--","--","203","174","--","--","--","--","--","--","--","--","--","--","588","582","577","591","569","622","618","622","625","616","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","99%","100%"
"5594","St Rita's Primary School (Victoria Point)","Victoria Point","67","85","--","--","420","374","383","419","385","475","465","476","478","473","--","--","--","--","--","--","--","--","--","--","95%","94%","95%","97%","92%","94%","91%","91%","88%","94%","--","--","--","--","--","--","--","--","--","--"
"5283","St Rita's School (Babinda)","Babinda","2","3","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--"
"5284","St Rita's School (South Johnstone)","South Johnstone","16","16","--","--","473","435","447","493","431","534","491","493","529","512","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5402","St Saviour's College","Toowoomba","--","--","29","42","--","--","--","--","--","--","--","--","--","--","524","515","534","514","513","564","527","573","557","552","--","--","--","--","--","--","--","--","--","--","97%","86%","90%","83%","97%","90%","71%","88%","88%","95%"
"5186","St Saviour's Primary School (Toowoomba)","Toowoomba","61","53","--","--","432","420","417","442","395","510","482","494","521","505","--","--","--","--","--","--","--","--","--","--","95%","98%","96%","96%","98%","100%","96%","100%","98%","98%","--","--","--","--","--","--","--","--","--","--"
"5101","St Sebastian's Primary School (Yeronga)","Yeronga","42","18","--","--","420","429","393","430","391","500","465","493","503","483","--","--","--","--","--","--","--","--","--","--","100%","100%","98%","100%","98%","100%","89%","100%","94%","100%","--","--","--","--","--","--","--","--","--","--"
"5143","St Stephen's Catholic College, Mareeba","Mareeba","--","--","110","105","--","--","--","--","--","--","--","--","--","--","566","515","544","567","556","594","562","582","586","603","--","--","--","--","--","--","--","--","--","--","100%","93%","91%","95%","99%","97%","88%","95%","94%","100%"
"2495","St Stephen's School","Algester","67","55","--","--","427","448","410","466","391","495","490","502","505","488","--","--","--","--","--","--","--","--","--","--","96%","100%","99%","100%","99%","92%","98%","98%","96%","100%","--","--","--","--","--","--","--","--","--","--"
"5187","St Stephen's School (Pittsworth)","Pittsworth","19","14","--","--","432","424","394","465","381","504","472","491","519","480","--","--","--","--","--","--","--","--","--","--","100%","100%","95%","100%","100%","100%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"588","St Stephens Lutheran College","Gladstone","20","18","16","25","402","390","379","429","394","474","469","471","483","471","528","486","529","551","520","589","582","595","569","588","94%","100%","100%","94%","89%","100%","100%","94%","94%","100%","100%","92%","92%","100%","100%","100%","96%","100%","96%","100%"
"2494","St Teresa's Catholic College","Noosaville","--","--","176","181","--","--","--","--","--","--","--","--","--","--","555","510","545","537","536","577","549","574","571","588","--","--","--","--","--","--","--","--","--","--","99%","91%","97%","94%","99%","95%","84%","93%","90%","100%"
"5434","St Teresa's College, Abergowrie","Abergowrie","--","--","38","33","--","--","--","--","--","--","--","--","--","--","437","355","439","362","441","469","373","473","453","506","--","--","--","--","--","--","--","--","--","--","65%","15%","56%","15%","68%","38%","17%","55%","31%","86%"
"5286","St Teresa's School (Ravenshoe)","Ravenshoe","18","18","--","--","441","393","409","455","411","468","470","452","453","480","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","94%","94%","78%","89%","100%","--","--","--","--","--","--","--","--","--","--"
"5220","St Therese's Catholic Primary School (Monto)","Monto","17","14","--","--","359","372","324","324","334","472","459","447","473","455","--","--","--","--","--","--","--","--","--","--","88%","94%","82%","65%","76%","92%","92%","100%","92%","100%","--","--","--","--","--","--","--","--","--","--"
"5287","St Therese's School (Edmonton)","Bentley Park","84","81","--","--","417","418","402","432","379","487","494","478","505","490","--","--","--","--","--","--","--","--","--","--","96%","100%","95%","95%","93%","96%","98%","91%","93%","96%","--","--","--","--","--","--","--","--","--","--"
"5374","St Thomas More College","Sunnybank","--","--","186","168","--","--","--","--","--","--","--","--","--","--","552","515","548","542","541","589","560","601","595","599","--","--","--","--","--","--","--","--","--","--","97%","88%","97%","93%","98%","98%","87%","98%","97%","100%"
"5428","St Thomas More Primary School (Sunshine Beach)","Sunshine Beach","109","90","--","--","444","427","396","434","403","516","484","507","508","500","--","--","--","--","--","--","--","--","--","--","98%","100%","97%","96%","99%","97%","97%","100%","97%","100%","--","--","--","--","--","--","--","--","--","--"
"5188","St Thomas More's Primary School (Toowoomba)","Toowoomba","53","48","--","--","425","403","397","432","376","502","489","485","506","493","--","--","--","--","--","--","--","--","--","--","100%","100%","94%","100%","98%","96%","93%","91%","98%","98%","--","--","--","--","--","--","--","--","--","--"
"5288","St Thomas' School  (Mareeba)","Mareeba","61","62","--","--","424","410","401","434","400","514","478","488","504","501","--","--","--","--","--","--","--","--","--","--","93%","93%","98%","93%","98%","98%","98%","97%","98%","98%","--","--","--","--","--","--","--","--","--","--"
"5103","St Thomas' School (Camp Hill)","Camp Hill","62","35","--","--","447","432","423","477","408","508","512","518","515","498","--","--","--","--","--","--","--","--","--","--","98%","98%","97%","97%","97%","100%","100%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5419","St Ursula's College","Yeppoon","--","--","99","65","--","--","--","--","--","--","--","--","--","--","563","524","563","560","542","574","557","582","567","577","--","--","--","--","--","--","--","--","--","--","100%","95%","98%","97%","100%","97%","92%","100%","92%","98%"
"5404","St Ursula's College, Toowoomba","Toowoomba","--","--","101","123","--","--","--","--","--","--","--","--","--","--","554","527","548","555","542","602","579","602","603","591","--","--","--","--","--","--","--","--","--","--","97%","98%","99%","97%","99%","99%","94%","97%","96%","100%"
"5135","St Vincent's Primary School (Surfers Paradise)","Clear Island Waters","120","96","--","--","452","432","423","461","417","506","473","498","511","496","--","--","--","--","--","--","--","--","--","--","99%","99%","97%","98%","97%","100%","98%","100%","97%","100%","--","--","--","--","--","--","--","--","--","--"
"5105","St William's Primary School (Grovely)","Grovely","61","63","--","--","449","443","424","474","417","521","487","500","528","505","--","--","--","--","--","--","--","--","--","--","100%","100%","98%","100%","93%","100%","98%","98%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"1016","Stafford Heights State School","Stafford Heights","33","19","--","--","409","371","395","417","372","494","441","460","484","482","--","--","--","--","--","--","--","--","--","--","93%","93%","90%","93%","90%","89%","79%","79%","89%","83%","--","--","--","--","--","--","--","--","--","--"
"487","Stafford State School","Stafford","41","40","--","--","416","388","377","425","383","502","483","503","543","507","--","--","--","--","--","--","--","--","--","--","91%","94%","79%","94%","88%","92%","85%","90%","97%","100%","--","--","--","--","--","--","--","--","--","--"
"5423","Staines Memorial College","Redbank Plains","30","26","44","33","424","395","376","424","366","516","473","494","512","458","526","506","535","519","504","553","494","547","505","542","96%","100%","92%","92%","92%","100%","96%","96%","96%","92%","97%","90%","100%","90%","95%","100%","55%","72%","66%","100%"
"2064","Stanthorpe State High School","Stanthorpe","--","--","114","120","--","--","--","--","--","--","--","--","--","--","542","493","531","529","519","554","497","556","544","561","--","--","--","--","--","--","--","--","--","--","97%","87%","92%","88%","96%","93%","68%","85%","86%","99%"
"132","Stanthorpe State School","Stanthorpe","41","45","--","--","403","363","374","399","359","471","445","462","472","458","--","--","--","--","--","--","--","--","--","--","95%","93%","83%","90%","83%","93%","76%","90%","88%","95%","--","--","--","--","--","--","--","--","--","--"
"129","Stanwell State School","Stanwell","6","6","--","--","442","446","467","519","464","481","434","507","582","494","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","100%","100%","100%","80%","100%","100%","100%","--","--","--","--","--","--","--","--","--","--"
"5197","Star of the Sea Catholic Primary School (Gladstone)","Gladstone","52","46","--","--","434","431","389","435","413","494","480","489","502","494","--","--","--","--","--","--","--","--","--","--","100%","98%","98%","100%","96%","96%","93%","98%","96%","100%","--","--","--","--","--","--","--","--","--","--"
"5134","Star of the Sea Catholic School (Torquay)","Torquay","50","39","--","--","398","405","394","423","375","464","454","481","488","458","--","--","--","--","--","--","--","--","--","--","92%","96%","94%","98%","96%","92%","92%","97%","95%","97%","--","--","--","--","--","--","--","--","--","--"
"5735","Star of the Sea Primary School (Cleveland)","Cleveland","47","36","--","--","408","409","375","414","406","467","466","492","485","475","--","--","--","--","--","--","--","--","--","--","91%","100%","96%","96%","100%","91%","94%","97%","94%","97%","--","--","--","--","--","--","--","--","--","--"
"5138","Stella Maris School (Maroochydore)","Maroochydore","121","110","--","--","422","410","391","412","372","506","482","491","505","482","--","--","--","--","--","--","--","--","--","--","97%","98%","97%","97%","97%","99%","95%","97%","97%","99%","--","--","--","--","--","--","--","--","--","--"
"1952","Stephen Island State School","Via Thursday Island","--","1","--","--","--","--","--","--","--","^","^","^","^","*","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","*","--","--","--","--","--","--","--","--","--","--"
"933","Stonehenge State School","Stonehenge","1","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","^","^","^","^","^","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"1245","Strathpine State School","Strathpine","75","51","--","--","422","387","385","444","394","476","436","470","486","458","--","--","--","--","--","--","--","--","--","--","99%","96%","94%","97%","97%","93%","82%","95%","93%","98%","--","--","--","--","--","--","--","--","--","--"
"1910","Strathpine West State School","Strathpine","67","73","--","--","382","353","354","377","346","482","459","480","483","463","--","--","--","--","--","--","--","--","--","--","94%","94%","89%","89%","88%","94%","92%","93%","93%","96%","--","--","--","--","--","--","--","--","--","--"
"5554","Stretton State College","Stretton","144","168","185","184","427","450","425","448","414","494","475","493","498","487","556","523","573","566","559","589","557","594","582","595","99%","100%","99%","98%","96%","97%","90%","99%","96%","99%","99%","95%","100%","99%","100%","98%","88%","95%","92%","99%"
"5096","Sts Peter and Paul's School (Bulimba)","Bulimba","109","57","--","--","462","453","423","480","430","527","509","503","526","523","--","--","--","--","--","--","--","--","--","--","100%","100%","98%","98%","100%","98%","100%","96%","98%","100%","--","--","--","--","--","--","--","--","--","--"
"5362","Stuartholme School","Toowong","--","--","103","112","--","--","--","--","--","--","--","--","--","--","591","559","578","596","579","619","578","613","610","617","--","--","--","--","--","--","--","--","--","--","100%","100%","100%","98%","100%","98%","93%","99%","98%","99%"
