snapshot_date,snapshot_month,loan_id,state,lvr_band,borrower_type,property_type,employment_type,lender,arrears_bucket,days_in_arrears,arrears_amount,loan_amount
2023-06-01,Jun 2023,LMI10785,QLD,80-85%,Investor,House,PAYG,Westpac,90,88,1563.43,535200
2023-06-01,Jun 2023,LMI10798,QLD,95%+,Owner Occupier,Apartment,PAYG,Westpac,30,15,1111.97,415600
2023-06-01,Jun 2023,LMI10815,NSW,90-95%,Investor,House,PAYG,Westpac,30,33,9677.53,1232300
2023-06-01,Jun 2023,LMI10863,VIC,80-85%,First Home Buyer,House,PAYG,Westpac,90+,150,1697.03,744900
2023-06-01,Jun 2023,LMI10946,NSW,90-95%,Investor,House,PAYG,NAB,30,19,5469.2,1013300
2023-06-01,Jun 2023,LMI10948,NSW,95%+,Owner Occupier,House,PAYG,Commonwealth Bank,60,64,12956.56,1613000
2023-06-01,Jun 2023,LMI10981,QLD,95%+,Owner Occupier,House,Self-Employed,NAB,30,28,6540.03,782100
2023-06-01,Jun 2023,LMI11052,VIC,90-95%,Investor,Apartment,Contract,ANZ,60,61,2181.67,1074000
2023-06-01,Jun 2023,LMI11141,WA,90-95%,Owner Occupier,Townhouse,PAYG,NAB,30,21,3254.4,654800
2023-06-01,Jun 2023,LMI11151,VIC,90-95%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,25,4013.75,1030600
2023-06-01,Jun 2023,LMI11203,NSW,90-95%,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,44,8788.38,1064900
2023-06-01,Jun 2023,LMI11240,VIC,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,30,36,7552.41,1054900
2023-06-01,Jun 2023,LMI11248,VIC,90-95%,Investor,House,PAYG,Macquarie,30,17,7392.46,1036500
2023-06-01,Jun 2023,LMI11277,NSW,85-90%,Investor,House,PAYG,ING,30,23,3012.21,794100
2023-06-01,Jun 2023,LMI11280,QLD,95%+,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,16,3775.57,571600
2023-06-01,Jun 2023,LMI11285,QLD,95%+,Investor,Townhouse,PAYG,ANZ,30,20,3031.79,440000
2023-06-01,Jun 2023,LMI11298,SA,90-95%,First Home Buyer,Townhouse,PAYG,Bendigo Bank,30,33,2595.0,418100
2023-06-01,Jun 2023,LMI11299,SA,90-95%,Investor,Apartment,PAYG,Commonwealth Bank,30,45,1980.96,404300
2023-06-01,Jun 2023,LMI11306,NSW,95%+,First Home Buyer,House,PAYG,Bank of Queensland,30,42,4937.14,1259000
2023-06-01,Jun 2023,LMI11312,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,60,48,5082.13,1116700
2023-06-01,Jun 2023,LMI11323,NSW,90-95%,Investor,House,Contract,Commonwealth Bank,60,59,6822.22,1334000
2023-06-01,Jun 2023,LMI11335,VIC,95%+,Investor,Apartment,PAYG,Commonwealth Bank,60,57,2176.66,765600
2023-06-01,Jun 2023,LMI11343,NSW,90-95%,First Home Buyer,House,PAYG,Westpac,30,39,2481.68,687000
2023-06-01,Jun 2023,LMI11383,QLD,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,21,4077.17,742000
2023-06-01,Jun 2023,LMI11390,TAS,85-90%,Owner Occupier,House,PAYG,NAB,30,35,4214.31,472500
2023-06-01,Jun 2023,LMI11432,WA,85-90%,Owner Occupier,Townhouse,PAYG,Westpac,30,44,2181.37,359000
2023-06-01,Jun 2023,LMI11446,NSW,90-95%,First Home Buyer,House,PAYG,Bendigo Bank,30,34,9716.61,1547700
2023-06-01,Jun 2023,LMI11486,QLD,90-95%,First Home Buyer,House,Self-Employed,NAB,30,27,2532.18,508000
2023-06-01,Jun 2023,LMI11504,NSW,90-95%,Owner Occupier,House,Self-Employed,Westpac,30,17,12092.51,1395500
2023-06-01,Jun 2023,LMI11519,QLD,80-85%,First Home Buyer,House,PAYG,Commonwealth Bank,30,28,3643.72,668700
2023-06-01,Jun 2023,LMI11531,NSW,80-85%,Owner Occupier,Apartment,PAYG,Westpac,30,15,3657.6,656100
2023-06-01,Jun 2023,LMI11547,VIC,95%+,Refinancer,House,PAYG,Westpac,30,26,3126.63,603500
2023-06-01,Jun 2023,LMI11594,NSW,85-90%,Owner Occupier,Apartment,PAYG,Westpac,90+,121,7165.08,1124200
2023-06-01,Jun 2023,LMI11629,NSW,85-90%,Investor,House,Self-Employed,NAB,30,27,5376.77,777500
2023-06-01,Jun 2023,LMI11632,NSW,≤80%,First Home Buyer,Apartment,PAYG,Bendigo Bank,30,37,5189.85,1184200
2023-06-01,Jun 2023,LMI11634,NSW,85-90%,First Home Buyer,Apartment,Contract,NAB,30,35,2760.8,1263200
2023-06-01,Jun 2023,LMI11635,VIC,90-95%,Owner Occupier,House,Self-Employed,Macquarie,30,41,6281.04,743300
2023-06-01,Jun 2023,LMI11651,SA,90-95%,Investor,House,PAYG,ANZ,30,45,2281.61,496500
2023-06-01,Jun 2023,LMI11680,VIC,95%+,Investor,Apartment,PAYG,Commonwealth Bank,30,18,6282.04,856300
2023-06-01,Jun 2023,LMI11710,NSW,95%+,First Home Buyer,House,Self-Employed,ING,30,18,11826.75,1605200
2023-06-01,Jun 2023,LMI11715,NSW,85-90%,Investor,House,PAYG,Westpac,30,37,5912.77,658600
2023-06-01,Jun 2023,LMI11737,VIC,95%+,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,32,2756.08,738000
2023-06-01,Jun 2023,LMI11739,QLD,90-95%,First Home Buyer,House,PAYG,NAB,30,21,4193.97,486100
2023-06-01,Jun 2023,LMI11776,VIC,90-95%,Owner Occupier,Townhouse,Self-Employed,Suncorp,30,41,7732.32,1103600
2023-06-01,Jun 2023,LMI11792,NSW,95%+,First Home Buyer,House,PAYG,Westpac,90,86,8480.1,1345700
2023-06-01,Jun 2023,LMI11806,NSW,90-95%,Investor,Apartment,PAYG,ING,60,74,5400.01,1131200
2023-06-01,Jun 2023,LMI11834,NSW,85-90%,Investor,Apartment,PAYG,Bendigo Bank,30,23,5328.31,713900
2023-06-01,Jun 2023,LMI11906,VIC,90-95%,First Home Buyer,House,Self-Employed,Macquarie,30,42,2466.41,1013500
2023-06-01,Jun 2023,LMI11921,NSW,90-95%,First Home Buyer,Apartment,PAYG,Westpac,60,51,5109.38,1277800
2023-07-01,Jul 2023,LMI10016,NSW,85-90%,Refinancer,House,PAYG,ANZ,30,18,12346.04,1372900
2023-07-01,Jul 2023,LMI10053,NSW,85-90%,Refinancer,House,Self-Employed,Westpac,30,15,5427.78,1031100
2023-07-01,Jul 2023,LMI10074,QLD,95%+,First Home Buyer,House,PAYG,Westpac,30,37,6298.97,856300
2023-07-01,Jul 2023,LMI10106,VIC,90-95%,First Home Buyer,House,Contract,Commonwealth Bank,30,40,6169.49,734100
2023-07-01,Jul 2023,LMI10127,SA,90-95%,Owner Occupier,House,PAYG,Westpac,90+,132,1623.09,487300
2023-07-01,Jul 2023,LMI10189,VIC,95%+,Investor,Townhouse,PAYG,Bendigo Bank,30,27,1961.75,791600
2023-07-01,Jul 2023,LMI10249,QLD,80-85%,Investor,Townhouse,PAYG,NAB,90+,119,2172.49,532000
2023-07-01,Jul 2023,LMI10295,VIC,90-95%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,60,70,4364.13,1055500
2023-07-01,Jul 2023,LMI10332,NSW,90-95%,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,23,7539.77,919700
2023-07-01,Jul 2023,LMI10342,VIC,95%+,Owner Occupier,House,PAYG,Macquarie,60,63,8242.26,1160900
2023-07-01,Jul 2023,LMI10373,WA,85-90%,Investor,Apartment,PAYG,NAB,30,41,4362.52,717400
2023-07-01,Jul 2023,LMI10397,VIC,90-95%,First Home Buyer,House,PAYG,ANZ,60,68,4868.79,979600
2023-07-01,Jul 2023,LMI10406,VIC,90-95%,Investor,Apartment,PAYG,Westpac,30,37,5126.63,993600
2023-07-01,Jul 2023,LMI10550,VIC,90-95%,Investor,Townhouse,PAYG,ANZ,30,34,2829.51,851300
2023-07-01,Jul 2023,LMI10592,WA,90-95%,First Home Buyer,House,Contract,NAB,30,29,4009.05,755700
2023-07-01,Jul 2023,LMI10617,VIC,90-95%,First Home Buyer,House,PAYG,Westpac,60,53,9351.83,1071600
2023-07-01,Jul 2023,LMI10631,NSW,85-90%,Owner Occupier,House,PAYG,Bank of Queensland,30,20,5940.68,1362200
2023-07-01,Jul 2023,LMI10656,NSW,90-95%,First Home Buyer,Apartment,Contract,Bank of Queensland,90+,145,5863.52,1023300
2023-07-01,Jul 2023,LMI10664,NSW,90-95%,Refinancer,House,Contract,AMP Bank,30,43,5291.28,1370700
2023-07-01,Jul 2023,LMI10721,VIC,95%+,First Home Buyer,House,PAYG,Macquarie,30,34,6951.74,890500
2023-07-01,Jul 2023,LMI10729,VIC,90-95%,Investor,House,Self-Employed,ANZ,30,34,7905.31,1189500
2023-07-01,Jul 2023,LMI10740,VIC,90-95%,Refinancer,House,PAYG,Commonwealth Bank,30,31,2188.02,715700
2023-07-01,Jul 2023,LMI10754,WA,95%+,Investor,House,PAYG,ANZ,30,26,5408.86,657900
2023-07-01,Jul 2023,LMI10774,QLD,90-95%,Owner Occupier,House,PAYG,ANZ,30,38,4115.91,469400
2023-07-01,Jul 2023,LMI10776,VIC,90-95%,First Home Buyer,Apartment,PAYG,Bank of Queensland,30,42,5305.3,602400
2023-07-01,Jul 2023,LMI10791,QLD,85-90%,Owner Occupier,Land,Contract,ANZ,90+,136,4399.62,806500
2023-07-01,Jul 2023,LMI10822,NSW,90-95%,First Home Buyer,House,PAYG,Bank of Queensland,30,42,2491.6,1010700
2023-07-01,Jul 2023,LMI10840,VIC,85-90%,First Home Buyer,House,Self-Employed,ANZ,30,33,9627.11,1078000
2023-07-01,Jul 2023,LMI10863,VIC,80-85%,First Home Buyer,House,PAYG,Westpac,30,27,3012.32,744900
2023-07-01,Jul 2023,LMI10914,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,60,71,6772.04,1650500
2023-07-01,Jul 2023,LMI10917,SA,95%+,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,28,2131.8,541900
2023-07-01,Jul 2023,LMI10933,VIC,85-90%,Owner Occupier,Land,Contract,ANZ,30,25,6484.51,786400
2023-07-01,Jul 2023,LMI10951,VIC,80-85%,Refinancer,House,PAYG,Westpac,90,84,5074.0,779700
2023-07-01,Jul 2023,LMI10960,VIC,85-90%,First Home Buyer,House,Self-Employed,Westpac,30,42,4952.78,734100
2023-07-01,Jul 2023,LMI10974,VIC,90-95%,Owner Occupier,House,Self-Employed,NAB,30,37,6018.83,671100
2023-07-01,Jul 2023,LMI10979,NSW,95%+,Investor,House,PAYG,Commonwealth Bank,60,71,9106.71,1625200
2023-07-01,Jul 2023,LMI11039,NSW,90-95%,Owner Occupier,House,Self-Employed,Commonwealth Bank,30,33,5548.63,1248700
2023-07-01,Jul 2023,LMI11042,WA,80-85%,First Home Buyer,Apartment,Self-Employed,Commonwealth Bank,30,16,3574.58,496100
2023-07-01,Jul 2023,LMI11049,VIC,90-95%,Refinancer,House,PAYG,ING,30,16,7444.95,848100
2023-07-01,Jul 2023,LMI11061,NSW,85-90%,First Home Buyer,House,PAYG,ING,60,69,8923.46,1468000
2023-07-01,Jul 2023,LMI11084,NSW,90-95%,Investor,House,PAYG,NAB,30,44,8822.8,1119300
2023-07-01,Jul 2023,LMI11138,VIC,≤80%,First Home Buyer,Apartment,PAYG,AMP Bank,60,48,1636.66,519100
2023-07-01,Jul 2023,LMI11142,VIC,90-95%,Investor,Apartment,PAYG,ANZ,30,28,5046.98,973700
2023-07-01,Jul 2023,LMI11186,NSW,90-95%,Owner Occupier,House,Self-Employed,ANZ,30,21,4127.73,738800
2023-07-01,Jul 2023,LMI11192,NSW,95%+,First Home Buyer,House,PAYG,Macquarie,60,69,8440.59,1340600
2023-07-01,Jul 2023,LMI11194,NSW,80-85%,First Home Buyer,Townhouse,Self-Employed,ANZ,60,70,5850.74,702800
2023-07-01,Jul 2023,LMI11210,QLD,85-90%,Investor,House,Self-Employed,Commonwealth Bank,30,31,3582.67,659400
2023-07-01,Jul 2023,LMI11280,QLD,95%+,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,44,2979.57,571600
2023-07-01,Jul 2023,LMI11316,NSW,95%+,First Home Buyer,House,PAYG,Macquarie,60,49,4555.65,1310400
2023-07-01,Jul 2023,LMI11325,VIC,95%+,Refinancer,House,PAYG,Macquarie,30,22,4263.22,811300
2023-07-01,Jul 2023,LMI11343,NSW,90-95%,First Home Buyer,House,PAYG,Westpac,30,36,1984.19,687000
2023-07-01,Jul 2023,LMI11385,SA,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,16,3192.25,625900
2023-07-01,Jul 2023,LMI11519,QLD,80-85%,First Home Buyer,House,PAYG,Commonwealth Bank,30,36,1445.35,668700
2023-07-01,Jul 2023,LMI11641,NSW,95%+,Owner Occupier,House,Self-Employed,Bendigo Bank,30,21,3725.85,1366200
2023-07-01,Jul 2023,LMI11662,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,30,26,6756.78,1537900
2023-07-01,Jul 2023,LMI11694,NT,90-95%,First Home Buyer,Townhouse,PAYG,Westpac,30,19,830.14,351900
2023-07-01,Jul 2023,LMI11708,NSW,90-95%,First Home Buyer,House,Self-Employed,Westpac,30,41,8068.64,992100
2023-07-01,Jul 2023,LMI11721,VIC,90-95%,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,22,6470.2,723800
2023-07-01,Jul 2023,LMI11735,SA,80-85%,Owner Occupier,House,Self-Employed,Commonwealth Bank,90,87,2131.17,480900
2023-07-01,Jul 2023,LMI11759,VIC,90-95%,Investor,House,PAYG,Bank of Queensland,30,16,8873.3,1173200
2023-07-01,Jul 2023,LMI11786,NSW,80-85%,First Home Buyer,Apartment,PAYG,ANZ,30,31,5889.62,1174900
2023-07-01,Jul 2023,LMI11824,VIC,90-95%,Owner Occupier,House,PAYG,Bank of Queensland,30,30,4792.39,646200
2023-07-01,Jul 2023,LMI11842,VIC,90-95%,Owner Occupier,House,Self-Employed,Bendigo Bank,30,26,3682.4,1149000
2023-07-01,Jul 2023,LMI11863,NSW,95%+,First Home Buyer,House,Self-Employed,AMP Bank,30,24,13136.29,1735400
2023-07-01,Jul 2023,LMI11875,VIC,90-95%,Investor,Apartment,PAYG,Macquarie,30,42,1601.84,578800
2023-07-01,Jul 2023,LMI11906,VIC,90-95%,First Home Buyer,House,Self-Employed,Macquarie,30,45,6359.73,1013500
2023-07-01,Jul 2023,LMI11920,NSW,85-90%,Investor,Apartment,Self-Employed,Westpac,30,34,7342.74,1108900
2023-07-01,Jul 2023,LMI11951,VIC,85-90%,First Home Buyer,House,PAYG,Westpac,60,63,6277.82,857600
2023-08-01,Aug 2023,LMI10011,NSW,95%+,First Home Buyer,House,PAYG,ANZ,30,27,3813.35,825300
2023-08-01,Aug 2023,LMI10034,VIC,80-85%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,30,33,3645.7,616100
2023-08-01,Aug 2023,LMI10039,QLD,90-95%,First Home Buyer,House,PAYG,ING,30,21,5061.26,709700
2023-08-01,Aug 2023,LMI10067,QLD,85-90%,First Home Buyer,Apartment,PAYG,Westpac,30,45,889.98,413000
2023-08-01,Aug 2023,LMI10075,SA,90-95%,Investor,House,PAYG,Westpac,30,20,3834.34,499200
2023-08-01,Aug 2023,LMI10082,QLD,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,30,30,4506.04,555200
2023-08-01,Aug 2023,LMI10157,NSW,90-95%,Investor,House,PAYG,ANZ,30,21,3023.09,835600
2023-08-01,Aug 2023,LMI10334,NSW,95%+,Investor,House,PAYG,NAB,30,20,4591.89,1548500
2023-08-01,Aug 2023,LMI10403,VIC,85-90%,Owner Occupier,Apartment,PAYG,Westpac,30,38,3895.36,1132200
2023-08-01,Aug 2023,LMI10468,NSW,85-90%,Owner Occupier,House,PAYG,Westpac,30,44,4145.31,717700
2023-08-01,Aug 2023,LMI10552,NSW,90-95%,First Home Buyer,House,PAYG,Macquarie,30,39,7690.29,1151700
2023-08-01,Aug 2023,LMI10584,VIC,95%+,First Home Buyer,House,Contract,Suncorp,90+,178,3750.38,795400
2023-08-01,Aug 2023,LMI10642,NSW,85-90%,First Home Buyer,Apartment,PAYG,Westpac,90+,141,8022.8,1020000
2023-08-01,Aug 2023,LMI10678,NSW,90-95%,Owner Occupier,Apartment,PAYG,Westpac,30,26,7832.69,1650300
2023-08-01,Aug 2023,LMI10786,VIC,85-90%,First Home Buyer,Apartment,Self-Employed,Commonwealth Bank,30,27,5679.87,1084300
2023-08-01,Aug 2023,LMI10811,NSW,90-95%,Investor,Townhouse,Self-Employed,Westpac,30,26,3239.22,861400
2023-08-01,Aug 2023,LMI10828,NSW,85-90%,Owner Occupier,House,PAYG,Commonwealth Bank,90+,94,4650.79,975700
2023-08-01,Aug 2023,LMI10835,WA,95%+,Owner Occupier,House,PAYG,Westpac,30,20,3161.87,406100
2023-08-01,Aug 2023,LMI10859,SA,95%+,First Home Buyer,House,Self-Employed,Bank of Queensland,30,19,4809.94,619800
2023-08-01,Aug 2023,LMI10864,NSW,80-85%,Investor,Apartment,PAYG,NAB,60,64,7351.62,1078300
2023-08-01,Aug 2023,LMI10865,QLD,95%+,Refinancer,House,PAYG,Commonwealth Bank,30,40,5611.93,784600
2023-08-01,Aug 2023,LMI10882,NSW,95%+,First Home Buyer,Townhouse,Contract,NAB,30,34,13041.7,1495400
2023-08-01,Aug 2023,LMI10917,SA,95%+,First Home Buyer,Apartment,PAYG,Commonwealth Bank,30,44,1243.28,541900
2023-08-01,Aug 2023,LMI11033,NSW,95%+,Owner Occupier,Townhouse,PAYG,ANZ,90,86,4675.02,1567200
2023-08-01,Aug 2023,LMI11057,QLD,95%+,Owner Occupier,Apartment,Self-Employed,Commonwealth Bank,60,51,2411.81,666100
2023-08-01,Aug 2023,LMI11152,VIC,85-90%,Investor,House,PAYG,ANZ,90,80,2173.85,906300
2023-08-01,Aug 2023,LMI11192,NSW,95%+,First Home Buyer,House,PAYG,Macquarie,60,52,4332.32,1340600
2023-08-01,Aug 2023,LMI11225,VIC,95%+,Owner Occupier,Land,PAYG,Commonwealth Bank,30,16,6830.1,1251600
2023-08-01,Aug 2023,LMI11234,WA,90-95%,Investor,Townhouse,PAYG,ANZ,30,20,1816.62,584400
2023-08-01,Aug 2023,LMI11355,QLD,85-90%,Owner Occupier,House,Contract,ANZ,90,89,1328.4,420400
2023-08-01,Aug 2023,LMI11388,QLD,85-90%,First Home Buyer,House,Contract,Westpac,90+,171,3122.02,482200
2023-08-01,Aug 2023,LMI11390,TAS,85-90%,Owner Occupier,House,PAYG,NAB,30,34,1467.26,472500
2023-08-01,Aug 2023,LMI11487,VIC,≤80%,Owner Occupier,Apartment,PAYG,Westpac,30,37,1389.17,601600
2023-08-01,Aug 2023,LMI11518,NSW,85-90%,Owner Occupier,House,PAYG,NAB,90,86,13960.82,1556900
2023-08-01,Aug 2023,LMI11545,QLD,80-85%,First Home Buyer,House,Self-Employed,Westpac,30,24,1778.08,566200
2023-08-01,Aug 2023,LMI11648,QLD,95%+,Investor,House,PAYG,Commonwealth Bank,30,43,1830.67,853100
2023-08-01,Aug 2023,LMI11657,NSW,85-90%,Investor,Townhouse,PAYG,NAB,30,20,8282.84,1186400
2023-08-01,Aug 2023,LMI11751,VIC,95%+,Owner Occupier,House,Contract,ING,30,31,6334.91,895700
2023-08-01,Aug 2023,LMI11782,VIC,85-90%,Owner Occupier,House,Contract,Commonwealth Bank,30,24,9428.48,1070600
2023-08-01,Aug 2023,LMI11786,NSW,80-85%,First Home Buyer,Apartment,PAYG,ANZ,30,37,8779.07,1174900
2023-08-01,Aug 2023,LMI11813,NSW,90-95%,First Home Buyer,Land,Self-Employed,Westpac,30,43,8610.46,1030900
2023-08-01,Aug 2023,LMI11867,VIC,85-90%,Refinancer,House,PAYG,Commonwealth Bank,60,72,5712.27,769300
2023-08-01,Aug 2023,LMI11936,QLD,95%+,Owner Occupier,House,PAYG,ANZ,90+,124,6034.52,784400
2023-09-01,Sep 2023,LMI10061,NSW,90-95%,Refinancer,House,PAYG,Macquarie,30,36,3163.58,1338400
2023-09-01,Sep 2023,LMI10131,QLD,95%+,Refinancer,House,PAYG,AMP Bank,90+,123,2579.79,775200
2023-09-01,Sep 2023,LMI10173,NSW,95%+,Owner Occupier,House,PAYG,Commonwealth Bank,30,38,7130.19,813900
2023-09-01,Sep 2023,LMI10181,NSW,80-85%,Owner Occupier,House,PAYG,Commonwealth Bank,90,84,9182.75,1394000
2023-09-01,Sep 2023,LMI10237,QLD,90-95%,Investor,Apartment,PAYG,ANZ,30,27,3918.73,653800
2023-09-01,Sep 2023,LMI10263,VIC,90-95%,Owner Occupier,House,PAYG,NAB,30,26,3495.04,888800
2023-09-01,Sep 2023,LMI10285,VIC,90-95%,Investor,Apartment,Contract,Macquarie,30,27,5490.19,684400
2023-09-01,Sep 2023,LMI10328,VIC,90-95%,First Home Buyer,Apartment,PAYG,Westpac,30,20,1755.38,638300
2023-09-01,Sep 2023,LMI10342,VIC,95%+,Owner Occupier,House,PAYG,Macquarie,30,42,3992.4,1160900
2023-09-01,Sep 2023,LMI10412,VIC,95%+,First Home Buyer,House,PAYG,NAB,30,24,6489.89,997200
2023-09-01,Sep 2023,LMI10451,QLD,95%+,First Home Buyer,House,Self-Employed,Bank of Queensland,30,35,2078.07,625300
2023-09-01,Sep 2023,LMI10464,VIC,90-95%,Owner Occupier,Apartment,PAYG,ANZ,30,26,3986.62,855400
2023-09-01,Sep 2023,LMI10485,VIC,≤80%,Owner Occupier,House,PAYG,NAB,30,26,1740.42,805600
2023-09-01,Sep 2023,LMI10595,NSW,80-85%,Owner Occupier,Apartment,PAYG,Commonwealth Bank,60,73,5985.25,1239600
2023-09-01,Sep 2023,LMI10637,VIC,85-90%,Investor,House,Self-Employed,Commonwealth Bank,30,15,4160.34,588700
2023-09-01,Sep 2023,LMI10664,NSW,90-95%,Refinancer,House,Contract,AMP Bank,30,24,5732.74,1370700
2023-09-01,Sep 2023,LMI10696,NSW,85-90%,Investor,House,Self-Employed,Westpac,30,45,3291.25,1246800
2023-09-01,Sep 2023,LMI10699,NSW,95%+,Refinancer,Townhouse,PAYG,ANZ,30,21,5835.55,712300
2023-09-01,Sep 2023,LMI10729,VIC,90-95%,Investor,House,Self-Employed,ANZ,60,58,7685.2,1189500
2023-09-01,Sep 2023,LMI10753,VIC,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,90,90,5316.16,1216200
2023-09-01,Sep 2023,LMI10757,VIC,≤80%,First Home Buyer,House,PAYG,ANZ,30,16,6348.93,813400
2023-09-01,Sep 2023,LMI10774,QLD,90-95%,Owner Occupier,House,PAYG,ANZ,30,44,4114.48,469400
2023-09-01,Sep 2023,LMI10785,QLD,80-85%,Investor,House,PAYG,Westpac,60,58,4501.7,535200
2023-09-01,Sep 2023,LMI10825,QLD,85-90%,Owner Occupier,House,PAYG,Westpac,30,40,1975.8,639100
2023-09-01,Sep 2023,LMI10833,VIC,95%+,Owner Occupier,House,PAYG,NAB,30,20,3953.21,569400
2023-09-01,Sep 2023,LMI10893,NSW,90-95%,Owner Occupier,Apartment,PAYG,Macquarie,60,49,11630.77,1561800
2023-09-01,Sep 2023,LMI10914,NSW,90-95%,First Home Buyer,House,PAYG,Commonwealth Bank,60,75,5557.42,1650500
2023-09-01,Sep 2023,LMI10939,NSW,85-90%,First Home Buyer,House,PAYG,ANZ,30,20,11501.14,1332500
2023-09-01,Sep 2023,LMI10948,NSW,95%+,Owner Occupier,House,PAYG,Commonwealth Bank,30,35,3695.29,1613000
2023-09-01,Sep 2023,LMI11072,VIC,80-85%,Owner Occupier,Apartment,Self-Employed,Westpac,60,71,7148.94,808300
2023-09-01,Sep 2023,LMI11077,QLD,90-95%,Investor,House,PAYG,Westpac,90+,116,1620.86,446600
2023-09-01,Sep 2023,LMI11086,NSW,85-90%,Investor,House,Self-Employed,Westpac,60,75,6514.16,1560300
2023-09-01,Sep 2023,LMI11150,NSW,85-90%,Owner Occupier,Townhouse,PAYG,Westpac,30,19,4457.6,854600
2023-09-01,Sep 2023,LMI11192,NSW,95%+,First Home Buyer,House,PAYG,Macquarie,30,25,4827.21,1340600
2023-09-01,Sep 2023,LMI11289,WA,80-85%,Owner Occupier,House,Self-Employed,Bendigo Bank,30,18,2384.99,581500
2023-09-01,Sep 2023,LMI11307,NSW,95%+,First Home Buyer,House,PAYG,Bendigo Bank,30,26,5419.2,1066500
2023-09-01,Sep 2023,LMI11328,VIC,90-95%,Owner Occupier,Townhouse,PAYG,ING,30,36,6190.59,967000
2023-09-01,Sep 2023,LMI11476,VIC,85-90%,Investor,House,PAYG,Bendigo Bank,30,27,3822.68,825900
2023-09-01,Sep 2023,LMI11561,VIC,90-95%,Investor,Townhouse,Contract,ANZ,90,86,3841.04,949400
2023-09-01,Sep 2023,LMI11635,VIC,90-95%,Owner Occupier,House,Self-Employed,Macquarie,30,44,3365.06,743300
2023-09-01,Sep 2023,LMI11675,VIC,80-85%,Investor,House,PAYG,Commonwealth Bank,60,74,1957.85,792400
2023-09-01,Sep 2023,LMI11698,VIC,95%+,Investor,House,PAYG,Commonwealth Bank,30,18,4988.61,900200
2023-09-01,Sep 2023,LMI11724,VIC,95%+,First Home Buyer,House,PAYG,Commonwealth Bank,30,31,2952.17,588400
2023-09-01,Sep 2023,LMI11734,NSW,95%+,Refinancer,House,Self-Employed,ANZ,30,19,5506.92,809500
2023-09-01,Sep 2023,LMI11751,VIC,95%+,Owner Occupier,House,Contract,ING,30,34,6605.13,895700
2023-09-01,Sep 2023,LMI11772,WA,95%+,Owner Occupier,House,PAYG,NAB,30,42,4127.89,733100
2023-09-01,Sep 2023,LMI11797,SA,80-85%,First Home Buyer,Land,PAYG,NAB,30,21,1257.75,315800
2023-09-01,Sep 2023,LMI11799,WA,85-90%,First Home Buyer,House,Self-Employed,Commonwealth Bank,30,30,1542.99,369300
2023-09-01,Sep 2023,LMI11887,QLD,95%+,First Home Buyer,House,PAYG,ANZ,30,26,6398.46,860500
2023-09-01,Sep 2023,LMI11932,NSW,90-95%,Owner Occupier,House,PAYG,ANZ,30,15,4863.94,1379900
2023-10-01,Oct 2023,LMI10066,NSW,85-90%,First Home Buyer,Land,Contract,Commonwealth Bank,30,20,12547.91,1460000
2023-10-01,Oct 2023,LMI10194,QLD,95%+,Investor,House,PAYG,NAB,30,43,2882.35,451500
2023-10-01,Oct 2023,LMI10338,NSW,85-90%,First Home Buyer,Apartment,Contract,Westpac,60,50,3917.3,1224600
2023-10-01,Oct 2023,LMI10349,NSW,85-90%,First Home Buyer,House,PAYG,ANZ,90+,92,3894.08,1101300
2023-10-01,Oct 2023,LMI10397,VIC,90-95%,First Home Buyer,House,PAYG,ANZ,30,36,3378.75,979600
2023-10-01,Oct 2023,LMI10416,QLD,85-90%,Owner Occupier,Apartment,Self-Employed,Macquarie,30,31,2039.02,733100
2023-10-01,Oct 2023,LMI10440,SA,95%+,Owner Occupier,House,Self-Employed,Commonwealth Bank,90,80,3616.18,459600
2023-10-01,Oct 2023,LMI10581,NSW,80-85%,Owner Occupier,House,PAYG,Westpac,30,21,11213.83,1318200
2023-10-01,Oct 2023,LMI10602,NSW,90-95%,Investor,Townhouse,PAYG,Commonwealth Bank,30,27,6637.83,1306000
2023-10-01,Oct 2023,LMI10641,NSW,90-95%,Owner Occupier,Apartment,PAYG,ANZ,30,21,7873.87,1150300
2023-10-01,Oct 2023,LMI10673,VIC,80-85%,Investor,House,PAYG,Westpac,30,22,9241.22,1073200
