loan_id,certificate_number,origination_date,settlement_date,vintage_year,lender,lender_channel,state,suburb,postcode,property_type,borrower_type,employment_type,lvr,lvr_band,property_value,loan_amount,insured_amount,premium_amount,loan_status
LMI11699,CERT-2019-01699,2019-09-08,2019-10-10,2019,Commonwealth Bank,Bank Branch,VIC,Melbourne CBD,3055,Townhouse,First Home Buyer,PAYG,84.93,80-85%,702000,596200,596200,5350,Active
LMI11700,CERT-2021-01700,2021-03-06,2021-03-24,2021,Commonwealth Bank,Mortgage Broker,VIC,Bendigo,3008,Apartment,Investor,PAYG,88.34,85-90%,873000,771200,771200,10800,Active
LMI11701,CERT-2019-01701,2019-05-14,2019-06-26,2019,Bank of Queensland,Mortgage Broker,QLD,Mackay,4207,House,First Home Buyer,PAYG,88.63,85-90%,729000,646100,646100,9050,Closed
LMI11702,CERT-2021-01702,2021-01-26,2021-02-15,2021,Westpac,Mortgage Broker,SA,Elizabeth,5063,House,First Home Buyer,Self-Employed,80.39,80-85%,569000,457400,457400,4100,Closed
LMI11703,CERT-2021-01703,2021-07-07,2021-07-26,2021,Westpac,Bank Branch,NSW,Campbelltown,2300,House,First Home Buyer,PAYG,84.95,80-85%,1212000,1029600,1029600,9250,Active
LMI11704,CERT-2024-01704,2024-03-01,2024-04-01,2024,NAB,Online / Direct,NSW,Gosford,2150,Apartment,First Home Buyer,Self-Employed,89.99,85-90%,840000,755900,755900,10600,Active
LMI11705,CERT-2019-01705,2019-01-11,2019-01-25,2019,Commonwealth Bank,Bank Branch,VIC,Craigieburn,3168,Townhouse,Investor,PAYG,90.6,90-95%,1277000,1157000,1157000,24300,Active
LMI11706,CERT-2020-01706,2020-01-29,2020-02-19,2020,Commonwealth Bank,Bank Branch,VIC,Geelong,3008,House,First Home Buyer,PAYG,71.11,≤80%,668000,475000,475000,2400,Closed
LMI11707,CERT-2020-01707,2020-01-30,2020-03-06,2020,Commonwealth Bank,Mortgage Broker,NSW,Penrith,2000,House,Owner Occupier,Self-Employed,85.86,85-90%,1800000,1545500,1545500,21650,Active
LMI11708,CERT-2019-01708,2019-08-25,2019-09-23,2019,Westpac,Mortgage Broker,NSW,Liverpool,2100,House,First Home Buyer,Self-Employed,90.6,90-95%,1095000,992100,992100,20850,Claim Paid
LMI11709,CERT-2023-01709,2023-06-10,2023-07-21,2023,ING,Mortgage Broker,VIC,Bendigo,3220,House,Investor,PAYG,84.15,80-85%,788000,663100,663100,5950,Active
LMI11710,CERT-2019-01710,2019-05-30,2019-06-14,2019,ING,Bank Branch,NSW,Bondi,2090,House,First Home Buyer,Self-Employed,95.15,95%+,1687000,1605200,1605200,48150,In Arrears
LMI11711,CERT-2024-01711,2024-03-19,2024-04-18,2024,NAB,Mortgage Broker,QLD,Cairns,4179,House,First Home Buyer,PAYG,89.54,85-90%,573000,513100,513100,7200,Active
LMI11712,CERT-2021-01712,2021-02-28,2021-03-28,2021,ING,Mortgage Broker,QLD,Redcliffe,4350,House,Owner Occupier,Self-Employed,95.75,95%+,821000,786100,786100,23600,Closed
LMI11713,CERT-2022-01713,2022-06-24,2022-08-05,2022,Westpac,Mortgage Broker,QLD,Redcliffe,4051,House,First Home Buyer,PAYG,84.14,80-85%,553000,465300,465300,4200,Active
LMI11714,CERT-2022-01714,2022-03-17,2022-04-19,2022,Bendigo Bank,Bank Branch,VIC,Craigieburn,3008,House,Refinancer,PAYG,86.92,85-90%,1082000,940500,940500,13150,Claim Paid
LMI11715,CERT-2021-01715,2021-11-30,2022-01-10,2021,Westpac,Mortgage Broker,NSW,Newcastle,2000,House,Investor,PAYG,89.48,85-90%,736000,658600,658600,9200,In Arrears
LMI11716,CERT-2021-01716,2021-06-28,2021-08-07,2021,ANZ,Mortgage Broker,WA,Rockingham,6003,House,First Home Buyer,PAYG,81.66,80-85%,424000,346200,346200,3100,Closed
LMI11717,CERT-2022-01717,2022-06-11,2022-07-05,2022,Westpac,Mortgage Broker,NSW,Penrith,2090,House,Investor,PAYG,87.05,85-90%,1411000,1228300,1228300,17200,Active
LMI11718,CERT-2020-01718,2020-01-13,2020-02-11,2020,Commonwealth Bank,Bank Branch,WA,Kalgoorlie,6018,House,Owner Occupier,PAYG,69.23,≤80%,730000,505400,505400,2550,Active
LMI11719,CERT-2021-01719,2021-03-26,2021-04-15,2021,Westpac,Online / Direct,QLD,Brisbane CBD,4217,House,First Home Buyer,PAYG,89.72,85-90%,594000,532900,532900,7450,Active
LMI11720,CERT-2023-01720,2023-04-12,2023-05-09,2023,ANZ,Mortgage Broker,NSW,Chatswood,2100,Townhouse,Investor,PAYG,86.27,85-90%,959000,827300,827300,11600,Active
LMI11721,CERT-2020-01721,2020-04-08,2020-04-24,2020,Commonwealth Bank,Online / Direct,VIC,Ringwood,3121,Apartment,First Home Buyer,PAYG,92.67,90-95%,781000,723800,723800,15200,Active
LMI11722,CERT-2023-01722,2023-08-26,2023-09-17,2023,Bank of Queensland,Bank Branch,VIC,Werribee,3145,House,Owner Occupier,PAYG,96.84,95%+,599000,580100,580100,17400,In Arrears
LMI11723,CERT-2023-01723,2023-10-25,2023-11-08,2023,Suncorp,Bank Branch,SA,Adelaide CBD,5046,House,First Home Buyer,PAYG,86.13,85-90%,497000,428100,428100,6000,Active
LMI11724,CERT-2020-01724,2020-01-14,2020-02-06,2020,Commonwealth Bank,Bank Branch,VIC,Melbourne CBD,3175,House,First Home Buyer,PAYG,96.14,95%+,612000,588400,588400,17650,In Arrears
LMI11725,CERT-2019-01725,2019-04-30,2019-05-15,2019,Commonwealth Bank,Online / Direct,VIC,Ringwood,3004,House,Owner Occupier,PAYG,80.4,80-85%,712000,572400,572400,5150,Active
LMI11726,CERT-2024-01726,2024-06-09,2024-07-12,2024,Commonwealth Bank,Bank Branch,VIC,Frankston,3175,Apartment,Owner Occupier,Contract,86.91,85-90%,582000,505800,505800,7100,Active
LMI11727,CERT-2022-01727,2022-08-26,2022-10-08,2022,Westpac,Bank Branch,NSW,Penrith,2010,Apartment,Investor,PAYG,84.82,80-85%,1223000,1037300,1037300,9350,Active
LMI11728,CERT-2023-01728,2023-03-31,2023-05-06,2023,NAB,Online / Direct,QLD,Gold Coast,4005,House,Owner Occupier,PAYG,81.55,80-85%,524000,427300,427300,3850,Active
LMI11729,CERT-2024-01729,2024-01-10,2024-02-19,2024,ANZ,Mortgage Broker,NSW,Blacktown,2750,Apartment,Owner Occupier,PAYG,82.41,80-85%,792000,652700,652700,5850,In Arrears
LMI11730,CERT-2019-01730,2019-11-16,2019-12-08,2019,NAB,Mortgage Broker,QLD,Mackay,4350,House,Investor,PAYG,93.16,90-95%,550000,512400,512400,10750,Active
LMI11731,CERT-2022-01731,2022-11-01,2022-12-16,2022,Bendigo Bank,Mortgage Broker,NSW,Parramatta,2020,Apartment,Owner Occupier,PAYG,80.84,80-85%,853000,689600,689600,6200,Active
LMI11732,CERT-2019-01732,2019-06-20,2019-07-22,2019,Bank of Queensland,Bank Branch,VIC,Melbourne CBD,3000,Apartment,Investor,PAYG,82.54,80-85%,1189000,981400,981400,8850,Active
LMI11733,CERT-2023-01733,2023-11-25,2023-12-24,2023,Westpac,Mortgage Broker,QLD,Cairns,4010,Apartment,Investor,PAYG,88.51,85-90%,793000,701900,701900,9850,In Arrears
LMI11734,CERT-2022-01734,2022-01-01,2022-01-31,2022,ANZ,Mortgage Broker,NSW,Chatswood,2060,House,Refinancer,Self-Employed,97.29,95%+,832000,809500,809500,24300,Active
LMI11735,CERT-2023-01735,2023-05-15,2023-06-15,2023,Commonwealth Bank,Mortgage Broker,SA,Victor Harbor,5063,House,Owner Occupier,Self-Employed,80.56,80-85%,597000,480900,480900,4350,In Arrears
LMI11736,CERT-2023-01736,2023-07-08,2023-07-31,2023,Commonwealth Bank,Mortgage Broker,WA,Armadale,6027,House,Refinancer,PAYG,91.91,90-95%,609000,559700,559700,11750,Active
LMI11737,CERT-2021-01737,2021-08-19,2021-09-28,2021,Commonwealth Bank,Mortgage Broker,VIC,Frankston,3121,House,Owner Occupier,Self-Employed,96.22,95%+,767000,738000,738000,22150,Active
LMI11738,CERT-2019-01738,2019-01-12,2019-02-21,2019,Bank of Queensland,Online / Direct,NSW,Gosford,2150,House,Owner Occupier,Self-Employed,85.78,85-90%,1345000,1153700,1153700,16150,Active
LMI11739,CERT-2022-01739,2022-12-27,2023-02-10,2022,NAB,Mortgage Broker,QLD,Logan,4700,House,First Home Buyer,PAYG,94.39,90-95%,515000,486100,486100,10200,Active
LMI11740,CERT-2019-01740,2019-08-14,2019-09-16,2019,Commonwealth Bank,Bank Branch,NSW,Blacktown,2000,Townhouse,Owner Occupier,Contract,80.74,80-85%,1192000,962400,962400,8650,Active
LMI11741,CERT-2022-01741,2022-12-02,2022-12-16,2022,ANZ,Online / Direct,QLD,Redcliffe,4179,House,First Home Buyer,PAYG,93.37,90-95%,572000,534100,534100,11200,Active
LMI11742,CERT-2020-01742,2020-04-16,2020-05-08,2020,Commonwealth Bank,Mortgage Broker,QLD,Townsville,4010,Townhouse,Owner Occupier,Contract,80.22,80-85%,470000,377000,377000,3400,Closed
LMI11743,CERT-2024-01743,2024-03-04,2024-04-12,2024,Westpac,Mortgage Broker,QLD,Brisbane CBD,4179,House,First Home Buyer,Self-Employed,85.41,85-90%,679000,579900,579900,8100,Active
LMI11744,CERT-2019-01744,2019-08-20,2019-09-07,2019,Bendigo Bank,Mortgage Broker,ACT,Canberra City,2600,House,Owner Occupier,PAYG,86.08,85-90%,1144000,984800,984800,13800,Closed
LMI11745,CERT-2022-01745,2022-01-17,2022-02-13,2022,NAB,Mortgage Broker,VIC,Box Hill,3121,Townhouse,Owner Occupier,Contract,89.83,85-90%,727000,653100,653100,9150,Active
LMI11746,CERT-2023-01746,2023-02-24,2023-03-15,2023,NAB,Mortgage Broker,QLD,Maroochydore,4101,House,Owner Occupier,Contract,92.54,90-95%,790000,731100,731100,15350,Active
LMI11747,CERT-2021-01747,2021-05-08,2021-06-08,2021,Westpac,Mortgage Broker,NSW,Blacktown,2060,Apartment,Investor,Contract,86.92,85-90%,1334000,1159500,1159500,16250,Active
LMI11748,CERT-2023-01748,2023-11-27,2023-12-11,2023,Commonwealth Bank,Mortgage Broker,VIC,Ringwood,3055,Townhouse,Owner Occupier,Self-Employed,94.85,90-95%,636000,603200,603200,12650,Active
LMI11749,CERT-2024-01749,2024-05-02,2024-05-18,2024,Commonwealth Bank,Bank Branch,QLD,Cairns,4000,House,Owner Occupier,PAYG,85.34,85-90%,571000,487300,487300,6800,Active
LMI11750,CERT-2021-01750,2021-12-05,2021-12-25,2021,Westpac,Bank Branch,NSW,Campbelltown,2170,House,Owner Occupier,PAYG,81.72,80-85%,1016000,830300,830300,7450,Active
LMI11751,CERT-2021-01751,2021-07-05,2021-07-26,2021,ING,Mortgage Broker,VIC,Dandenong,3000,House,Owner Occupier,Contract,96.21,95%+,931000,895700,895700,26850,Active
LMI11752,CERT-2022-01752,2022-02-18,2022-03-17,2022,Westpac,Online / Direct,NSW,Parramatta,2010,House,Investor,Contract,92.68,90-95%,1242000,1151100,1151100,24150,In Arrears
LMI11753,CERT-2023-01753,2023-08-31,2023-10-08,2023,Commonwealth Bank,Bank Branch,NSW,Gosford,2500,House,Owner Occupier,PAYG,87.4,85-90%,1194000,1043600,1043600,14600,Active
LMI11754,CERT-2022-01754,2022-01-03,2022-01-30,2022,Commonwealth Bank,Mortgage Broker,NSW,Gosford,2300,House,Owner Occupier,PAYG,79.54,≤80%,1125000,894800,894800,4450,Active
LMI11755,CERT-2022-01755,2022-03-30,2022-04-23,2022,Commonwealth Bank,Online / Direct,NSW,Blacktown,2300,Apartment,First Home Buyer,PAYG,97.96,95%+,1025000,1004100,1004100,30100,Active
LMI11756,CERT-2021-01756,2021-05-21,2021-07-01,2021,Commonwealth Bank,Mortgage Broker,QLD,Brisbane CBD,4051,House,Investor,PAYG,86.41,85-90%,710000,613500,613500,8600,Active
LMI11757,CERT-2023-01757,2023-07-20,2023-08-17,2023,NAB,Bank Branch,VIC,St Kilda,3070,House,Owner Occupier,Contract,88.0,85-90%,764000,672300,672300,9400,In Arrears
LMI11758,CERT-2022-01758,2022-01-19,2022-03-03,2022,Bank of Queensland,Online / Direct,VIC,Werribee,3000,House,Owner Occupier,PAYG,95.11,95%+,1169000,1111800,1111800,33350,Active
LMI11759,CERT-2023-01759,2023-01-04,2023-01-28,2023,Bank of Queensland,Online / Direct,VIC,Box Hill,3145,House,Investor,PAYG,92.82,90-95%,1264000,1173200,1173200,24650,Active
LMI11760,CERT-2022-01760,2022-08-29,2022-10-06,2022,Westpac,Bank Branch,NSW,Sydney CBD,2000,House,Investor,Self-Employed,83.69,80-85%,934000,781700,781700,7050,Active
LMI11761,CERT-2021-01761,2021-09-28,2021-10-25,2021,Macquarie,Mortgage Broker,NSW,Wollongong,2300,House,Owner Occupier,Self-Employed,83.41,80-85%,1680000,1401300,1401300,12600,Active
LMI11762,CERT-2024-01762,2024-03-29,2024-04-19,2024,Westpac,Mortgage Broker,WA,Fremantle,6065,House,Investor,PAYG,94.53,90-95%,699000,660800,660800,13900,Active
LMI11763,CERT-2023-01763,2023-01-21,2023-02-28,2023,Commonwealth Bank,Mortgage Broker,VIC,Ballarat,3055,House,First Home Buyer,Self-Employed,88.08,85-90%,957000,842900,842900,11800,Active
LMI11764,CERT-2022-01764,2022-10-29,2022-12-05,2022,Commonwealth Bank,Online / Direct,NSW,Bondi,2060,House,Investor,PAYG,83.4,80-85%,932000,777300,777300,7000,Active
LMI11765,CERT-2022-01765,2022-11-20,2022-12-22,2022,Westpac,Mortgage Broker,QLD,Gold Coast,4000,House,First Home Buyer,Contract,65.32,≤80%,673000,439600,439600,2200,Active
LMI11766,CERT-2021-01766,2021-03-23,2021-04-15,2021,ANZ,Mortgage Broker,NSW,Campbelltown,2150,Apartment,Investor,Contract,90.31,90-95%,1173000,1059300,1059300,22250,Default
LMI11767,CERT-2020-01767,2020-02-21,2020-03-20,2020,Bendigo Bank,Mortgage Broker,VIC,Box Hill,3070,House,Owner Occupier,PAYG,94.6,90-95%,809000,765300,765300,16050,Closed
LMI11768,CERT-2024-01768,2024-01-10,2024-02-19,2024,Macquarie,Mortgage Broker,NSW,Chatswood,2090,House,First Home Buyer,Contract,86.29,85-90%,1784000,1539400,1539400,21550,Active
LMI11769,CERT-2021-01769,2021-04-14,2021-05-25,2021,Westpac,Online / Direct,SA,Salisbury,5063,House,First Home Buyer,Self-Employed,94.1,90-95%,485000,456400,456400,9600,Active
LMI11770,CERT-2019-01770,2019-03-12,2019-04-04,2019,NAB,Mortgage Broker,QLD,Maroochydore,4069,House,Owner Occupier,PAYG,85.29,85-90%,431000,367600,367600,5150,Active
LMI11771,CERT-2023-01771,2023-12-02,2023-12-23,2023,Bendigo Bank,Mortgage Broker,NSW,Sydney CBD,2500,House,First Home Buyer,Self-Employed,80.8,80-85%,1153000,931600,931600,8400,Active
LMI11772,CERT-2022-01772,2022-12-30,2023-01-25,2022,NAB,Mortgage Broker,WA,Perth CBD,6000,House,Owner Occupier,PAYG,96.21,95%+,762000,733100,733100,22000,In Arrears
LMI11773,CERT-2023-01773,2023-07-16,2023-08-18,2023,ANZ,Online / Direct,VIC,Frankston,3000,House,Owner Occupier,PAYG,88.66,85-90%,1195000,1059500,1059500,14850,Active
LMI11774,CERT-2020-01774,2020-01-04,2020-01-21,2020,NAB,Mortgage Broker,NSW,Liverpool,2500,House,Investor,PAYG,93.04,90-95%,1391000,1294200,1294200,27200,Closed
LMI11775,CERT-2023-01775,2023-07-19,2023-08-07,2023,ANZ,Mortgage Broker,VIC,Ringwood,3220,Land,Investor,PAYG,92.61,90-95%,681000,630700,630700,13250,In Arrears
LMI11776,CERT-2021-01776,2021-07-26,2021-08-09,2021,Suncorp,Mortgage Broker,VIC,Melbourne CBD,3004,Townhouse,Owner Occupier,Self-Employed,91.36,90-95%,1208000,1103600,1103600,23200,Active
LMI11777,CERT-2020-01777,2020-02-20,2020-04-02,2020,Suncorp,Mortgage Broker,NSW,Maitland,2200,House,Owner Occupier,PAYG,92.54,90-95%,1388000,1284500,1284500,26950,Active
LMI11778,CERT-2019-01778,2019-02-28,2019-03-20,2019,ANZ,Mortgage Broker,NT,Palmerston,0880,Apartment,First Home Buyer,PAYG,91.84,90-95%,434000,398600,398600,8350,Active
LMI11779,CERT-2021-01779,2021-06-04,2021-07-10,2021,ANZ,Mortgage Broker,WA,Mandurah,6160,House,First Home Buyer,PAYG,84.64,80-85%,392000,331800,331800,3000,Active
LMI11780,CERT-2022-01780,2022-03-13,2022-04-08,2022,Commonwealth Bank,Mortgage Broker,VIC,Bendigo,3121,Apartment,Owner Occupier,Self-Employed,92.62,90-95%,902000,835400,835400,17550,Active
LMI11781,CERT-2022-01781,2022-04-10,2022-05-09,2022,Westpac,Mortgage Broker,TAS,Devonport,7005,House,First Home Buyer,PAYG,69.37,≤80%,559000,387800,387800,1950,Active
LMI11782,CERT-2022-01782,2022-01-29,2022-02-24,2022,Commonwealth Bank,Bank Branch,VIC,Werribee,3350,House,Owner Occupier,Contract,86.55,85-90%,1237000,1070600,1070600,15000,Active
LMI11783,CERT-2023-01783,2023-05-18,2023-06-25,2023,Commonwealth Bank,Mortgage Broker,NSW,Maitland,2060,House,Investor,PAYG,89.47,85-90%,1076000,962700,962700,13500,Active
LMI11784,CERT-2021-01784,2021-06-22,2021-07-11,2021,Commonwealth Bank,Mortgage Broker,VIC,Melbourne CBD,3121,Apartment,First Home Buyer,PAYG,92.72,90-95%,1047000,970800,970800,20400,Active
LMI11785,CERT-2021-01785,2021-12-06,2022-01-17,2021,ANZ,Bank Branch,NSW,Chatswood,2100,House,First Home Buyer,PAYG,88.23,85-90%,1326000,1169900,1169900,16400,Active
LMI11786,CERT-2019-01786,2019-11-04,2019-12-09,2019,ANZ,Bank Branch,NSW,Sydney CBD,2300,Apartment,First Home Buyer,PAYG,83.68,80-85%,1404000,1174900,1174900,10550,Active
LMI11787,CERT-2020-01787,2020-04-10,2020-05-06,2020,Westpac,Online / Direct,VIC,Melbourne CBD,3168,House,Refinancer,PAYG,80.99,80-85%,874000,707900,707900,6350,Active
LMI11788,CERT-2019-01788,2019-12-20,2020-01-27,2019,Westpac,Mortgage Broker,NSW,Wollongong,2750,Apartment,Owner Occupier,Contract,81.38,80-85%,1423000,1158000,1158000,10400,Active
LMI11789,CERT-2022-01789,2022-11-14,2022-12-03,2022,ING,Online / Direct,QLD,Ipswich,4069,House,Owner Occupier,Self-Employed,89.43,85-90%,848000,758400,758400,10600,Active
LMI11790,CERT-2024-01790,2024-01-24,2024-03-09,2024,Bank of Queensland,Bank Branch,VIC,Ballarat,3055,House,First Home Buyer,PAYG,70.71,≤80%,1148000,811800,811800,4050,Active
LMI11791,CERT-2023-01791,2023-08-12,2023-09-21,2023,NAB,Bank Branch,VIC,Footscray,3011,House,First Home Buyer,Self-Employed,87.73,85-90%,835000,732500,732500,10250,Active
LMI11792,CERT-2022-01792,2022-01-25,2022-03-07,2022,Westpac,Mortgage Broker,NSW,Liverpool,2170,House,First Home Buyer,PAYG,96.12,95%+,1400000,1345700,1345700,40350,Active
LMI11793,CERT-2021-01793,2021-12-10,2022-01-23,2021,Commonwealth Bank,Mortgage Broker,WA,Rockingham,6150,Apartment,Investor,PAYG,92.42,90-95%,382000,353000,353000,7400,Active
LMI11794,CERT-2020-01794,2020-05-14,2020-06-24,2020,Commonwealth Bank,Mortgage Broker,NSW,Campbelltown,2000,House,Investor,PAYG,91.33,90-95%,1797000,1641200,1641200,34450,Closed
LMI11795,CERT-2021-01795,2021-04-01,2021-05-14,2021,Commonwealth Bank,Online / Direct,QLD,Cairns,4051,Apartment,First Home Buyer,PAYG,87.71,85-90%,508000,445600,445600,6250,Active
LMI11796,CERT-2024-01796,2024-02-01,2024-02-24,2024,Macquarie,Mortgage Broker,VIC,Footscray,3055,Apartment,Owner Occupier,PAYG,83.72,80-85%,1188000,994600,994600,8950,Active
LMI11797,CERT-2022-01797,2022-02-19,2022-03-27,2022,NAB,Bank Branch,SA,Tea Tree Gully,5008,Land,First Home Buyer,PAYG,80.77,80-85%,391000,315800,315800,2850,In Arrears
LMI11798,CERT-2023-01798,2023-12-17,2024-01-04,2023,NAB,Mortgage Broker,VIC,Footscray,3055,Apartment,Investor,PAYG,86.78,85-90%,680000,590100,590100,8250,Active
LMI11799,CERT-2023-01799,2023-01-17,2023-02-06,2023,Commonwealth Bank,Online / Direct,WA,Albany,6027,House,First Home Buyer,Self-Employed,85.49,85-90%,432000,369300,369300,5150,Active
LMI11800,CERT-2022-01800,2022-10-15,2022-11-22,2022,NAB,Mortgage Broker,WA,Fremantle,6027,House,Owner Occupier,PAYG,82.23,80-85%,806000,662800,662800,5950,Active
LMI11801,CERT-2019-01801,2019-06-14,2019-07-14,2019,Commonwealth Bank,Bank Branch,QLD,Maroochydore,4217,House,Owner Occupier,Contract,86.78,85-90%,755000,655200,655200,9150,Active
LMI11802,CERT-2022-01802,2022-11-02,2022-11-30,2022,ANZ,Mortgage Broker,NSW,Blacktown,2150,House,Owner Occupier,PAYG,91.63,90-95%,1464000,1341500,1341500,28150,Active
LMI11803,CERT-2023-01803,2023-09-29,2023-10-18,2023,NAB,Mortgage Broker,NSW,Newcastle,2100,Apartment,Investor,PAYG,84.23,80-85%,1441000,1213800,1213800,10900,Active
LMI11804,CERT-2020-01804,2020-06-11,2020-07-02,2020,ANZ,Online / Direct,NSW,Sydney CBD,2020,House,First Home Buyer,PAYG,90.24,90-95%,1272000,1147900,1147900,24100,Active
LMI11805,CERT-2024-01805,2024-03-05,2024-04-09,2024,Westpac,Bank Branch,VIC,Melbourne CBD,3145,House,Owner Occupier,PAYG,77.66,≤80%,1264000,981600,981600,4900,Active
LMI11806,CERT-2022-01806,2022-12-12,2023-01-21,2022,ING,Bank Branch,NSW,Blacktown,2010,Apartment,Investor,PAYG,94.58,90-95%,1196000,1131200,1131200,23750,Active
LMI11807,CERT-2020-01807,2020-12-05,2020-12-24,2020,Macquarie,Mortgage Broker,VIC,Craigieburn,3070,House,Investor,PAYG,95.99,95%+,1053000,1010800,1010800,30300,Active
LMI11808,CERT-2020-01808,2020-06-06,2020-06-28,2020,ANZ,Bank Branch,NSW,Blacktown,2170,Apartment,First Home Buyer,PAYG,90.62,90-95%,1229000,1113700,1113700,23400,Active
LMI11809,CERT-2021-01809,2021-12-03,2021-12-29,2021,Bank of Queensland,Bank Branch,NSW,Liverpool,2100,House,Owner Occupier,PAYG,89.49,85-90%,1419000,1269900,1269900,17800,Closed
LMI11810,CERT-2022-01810,2022-08-08,2022-08-28,2022,ING,Online / Direct,ACT,Belconnen,2617,Apartment,Owner Occupier,Self-Employed,85.68,85-90%,790000,676900,676900,9500,Active
LMI11811,CERT-2023-01811,2023-10-22,2023-11-15,2023,ANZ,Mortgage Broker,NSW,Chatswood,2020,Apartment,Owner Occupier,Self-Employed,82.31,80-85%,1270000,1045300,1045300,9400,Active
LMI11812,CERT-2021-01812,2021-03-24,2021-04-11,2021,Commonwealth Bank,Bank Branch,NSW,Wollongong,2150,House,Owner Occupier,PAYG,82.79,80-85%,1570000,1299800,1299800,11700,Closed
LMI11813,CERT-2022-01813,2022-05-03,2022-05-22,2022,Westpac,Bank Branch,NSW,Penrith,2090,Land,First Home Buyer,Self-Employed,91.8,90-95%,1123000,1030900,1030900,21650,Active
LMI11814,CERT-2021-01814,2021-10-09,2021-10-25,2021,Commonwealth Bank,Bank Branch,VIC,Melbourne CBD,3070,House,Investor,PAYG,91.3,90-95%,1219000,1112900,1112900,23350,Active
LMI11815,CERT-2023-01815,2023-05-19,2023-06-15,2023,Westpac,Mortgage Broker,QLD,Maroochydore,4179,House,Owner Occupier,PAYG,65.13,≤80%,565000,368000,368000,1850,Active
LMI11816,CERT-2023-01816,2023-12-25,2024-01-23,2023,Commonwealth Bank,Online / Direct,VIC,Frankston,3145,House,First Home Buyer,PAYG,85.32,85-90%,1178000,1005100,1005100,14050,Active
LMI11817,CERT-2019-01817,2019-01-06,2019-01-26,2019,Commonwealth Bank,Mortgage Broker,NSW,Blacktown,2060,House,Investor,Self-Employed,85.88,85-90%,974000,836500,836500,11700,Active
LMI11818,CERT-2022-01818,2022-07-28,2022-09-06,2022,ANZ,Mortgage Broker,QLD,Mackay,4051,House,Investor,PAYG,88.65,85-90%,538000,476900,476900,6700,Active
LMI11819,CERT-2023-01819,2023-03-15,2023-04-17,2023,Commonwealth Bank,Mortgage Broker,NSW,Sydney CBD,2020,House,Owner Occupier,PAYG,85.16,85-90%,1420000,1209300,1209300,16950,Active
LMI11820,CERT-2019-01820,2019-08-22,2019-10-02,2019,NAB,Online / Direct,NSW,Chatswood,2000,House,First Home Buyer,PAYG,85.14,85-90%,981000,835200,835200,11700,Closed
LMI11821,CERT-2023-01821,2023-05-19,2023-06-07,2023,Westpac,Mortgage Broker,VIC,Bendigo,3055,Apartment,First Home Buyer,PAYG,80.64,80-85%,1028000,829000,829000,7450,Active
LMI11822,CERT-2021-01822,2021-07-17,2021-08-27,2021,NAB,Mortgage Broker,NSW,Parramatta,2300,House,Investor,Self-Employed,93.04,90-95%,1258000,1170400,1170400,24600,Active
LMI11823,CERT-2023-01823,2023-02-28,2023-04-08,2023,Commonwealth Bank,Bank Branch,NSW,Gosford,2170,House,First Home Buyer,PAYG,85.62,85-90%,1546000,1323700,1323700,18550,Active
LMI11824,CERT-2020-01824,2020-08-09,2020-08-25,2020,Bank of Queensland,Mortgage Broker,VIC,Footscray,3220,House,Owner Occupier,PAYG,92.44,90-95%,699000,646200,646200,13550,In Arrears
LMI11825,CERT-2021-01825,2021-10-09,2021-11-19,2021,Commonwealth Bank,Mortgage Broker,NSW,Parramatta,2300,Apartment,Owner Occupier,PAYG,86.97,85-90%,941000,818400,818400,11450,Active
LMI11826,CERT-2020-01826,2020-04-09,2020-04-30,2020,Westpac,Bank Branch,QLD,Ipswich,4051,House,First Home Buyer,PAYG,86.55,85-90%,739000,639600,639600,8950,Closed
LMI11827,CERT-2024-01827,2024-03-13,2024-03-28,2024,Commonwealth Bank,Mortgage Broker,VIC,Melbourne CBD,3011,House,Owner Occupier,PAYG,89.52,85-90%,736000,658900,658900,9200,Active
LMI11828,CERT-2023-01828,2023-04-17,2023-05-23,2023,Suncorp,Mortgage Broker,VIC,St Kilda,3008,Apartment,First Home Buyer,Contract,84.23,80-85%,995000,838100,838100,7550,Active
LMI11829,CERT-2019-01829,2019-03-31,2019-04-30,2019,Commonwealth Bank,Mortgage Broker,VIC,Dandenong,3175,House,First Home Buyer,PAYG,86.47,85-90%,616000,532700,532700,7450,Closed
LMI11830,CERT-2021-01830,2021-07-03,2021-08-11,2021,ANZ,Mortgage Broker,VIC,Box Hill,3220,Apartment,Owner Occupier,PAYG,73.05,≤80%,1049000,766300,766300,3850,Active
LMI11831,CERT-2021-01831,2021-07-08,2021-07-25,2021,Commonwealth Bank,Mortgage Broker,VIC,Dandenong,3145,House,First Home Buyer,PAYG,92.95,90-95%,807000,750100,750100,15750,Active
LMI11832,CERT-2022-01832,2022-09-19,2022-10-09,2022,Commonwealth Bank,Bank Branch,VIC,Ringwood,3000,Apartment,Investor,Self-Employed,83.14,80-85%,1296000,1077500,1077500,9700,Active
LMI11833,CERT-2021-01833,2021-04-15,2021-05-11,2021,Westpac,Bank Branch,NSW,Campbelltown,2100,Apartment,Owner Occupier,PAYG,90.56,90-95%,1615000,1462500,1462500,30700,Active
LMI11834,CERT-2022-01834,2022-02-22,2022-03-12,2022,Bendigo Bank,Mortgage Broker,NSW,Gosford,2060,Apartment,Investor,PAYG,87.49,85-90%,816000,713900,713900,10000,Active
